Born	City	Pr/St	Cntry	Nat	Ht	Wt	DftYr	DftRd	Ovrl	Hand	NHLid	Last Name	First Name	Position	Team	GP	G	A	A1	A2	PTS	+/-	E+/-	PIM	Shifts	TOI	TOI	TOI/GP	TOI/GP	TOI%	IPP%	SH%	SV%	PDO	F/60	A/60	Pct%	Diff	Diff/60	iCF	iCF	iFF	iSF	iSF	iSF	ixG	iSCF	iRB	iRS	iDS	sDist	sDist	Pass	iHF	iHF	iHA	iHDf	iMiss	iGVA	iTKA	iBLK	iGVA	iTKA	iBLK	BLK%	iFOW	iFOL	iFOW	iFOL	FO%	%FOT	dzFOW	dzFOL	nzFOW	nzFOL	ozFOW	ozFOL	FOW.Up	FOL.Up	FOW.Down	FOL.Down	FOW.Close	FOL.Close	OTG	1G	GWG	ENG	PSG	PSA	G.Bkhd	G.Dflct	G.Slap	G.Snap	G.Tip	G.Wrap	G.Wrst	CBar 	Post	Over	Wide	S.Bkhd	S.Dflct	S.Slap	S.Snap	S.Tip	S.Wrap	S.Wrst	iPenT	iPenD	iPENT	iPEND	iPenDf	NPD	Min	Maj	Match	Misc	Game	CF	CA	FF	FA	SF	SA	xGF	xGA	SCF	SCA	GF	GA	RBF	RBA	RSF	RSA	DSF	DSA	FOW	FOL	HF	HA	GVA	TKA	PENT	PEND	OPS	DPS	PS	SOS	SOG	SOGDG	OTOI	Grit	DAP	Pace	GS	GS/G	1st	2nd	3rd	MGL	Injuries	CHIP	NMC	Status	Salary	Cap Hit
1994-02-07	Pittsburgh	PA	USA	USA	72	193	2012	6	167	R	8477003	Barber	Riley	RW	WSH	3	0	0	0	0	0	0	0,3	0	37	1544	25,8	8,58	8,58	17,3%	0,0%	0,0%	1,000	1000	0,00	0,00	0,0%	0	0,00	3	3	2	2	2	2	0,1	0	0	0	0	25,5	26,0	0,0	1	1	4	-3	0	0	0	0	0	0	0	0,0%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0,0	0	0	0	0	0	17	27	13	19	10	12	0,7	0,6	2	2	0	0	1	1	1	0	2	1	11	14	10	15	5	2	1	2	-0,1	0	0				123,26	1	0,0	102,5	-0,4	-0,12								RFA	$667 500,00	$692 500,00
1990-03-23	Montreal	QC	CAN	CAN	73	207	2008	6	152	L	8474717	Barberio	Mark	D	COL/MTL	60	2	11	6	5	13	-5	-1,8	14	1330	65740	1092,1	18,27	18,24	32,0%	32,5%	7,4%	,929	1003	2,20	1,98	52,6%	4	0,22	198	198	129	80	80	80	5,0	11	8	9	17	47,8	45,8	164,8	20	20	62	-42	49	33	16	55	33	16	55	6,2%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	42	0	0	19	18	0	1	42	7	4	6	4	-3	4,1	7	0	0	0	0	1055	892	763	687	538	508	47,9	44,5	166	148	40	36	41	45	47	46	88	91	538	476	277	363	145	132	57	53	0,3	2,3	2,6				2320,95	89	5,1	107,0	19,3	0,32	0	1	0					UFA	$800 000,00	$750 000,00
1995-09-02	Tampere		FIN	FIN	75	213	2013	1	2	L	8477493	Barkov	Aleksander	C	FLA	61	21	31	21	10	52	13	5,2	10	1469	71010	1182,5	19,40	19,40	32,4%	74,3%	9,4%	,919	1014	3,55	2,13	62,5%	28	1,42	226	226	189	142	142	142	15,2	57	8	11	19	27,3	26,9	291,8	39	39	90	-51	47	30	49	30	30	49	30	3,6%	476	547	476	547	46,5%	84,5%	123	149	163	182	190	216	133	184	173	150	293	348	2	6	5	0	0	0	3	0	6	2	2	0	8	0	0	0	47	12	1	29	27	8	0	65	5	17	4	17	12	11,0	5	0	0	0	0	1269	841	986	692	741	521	64,8	43,9	219	151	70	42	53	44	47	32	100	76	558	653	254	329	173	151	63	66	4,8	2,1	6,9	10	7	3	2469,46	79	17,6	107,1	58,7	0,96	5	3	4	21	Back, Upper body	$1 510 975,61		UFA	$4 500 000,00	$5 900 000,00
1991-07-26	Victoria	BC	CAN	CAN	70	190	2009	3	64	R	8475197	Barrie	Tyson	D	COL	74	7	31	20	11	38	-34	-9,3	18	2050	103486	1719,9	23,30	23,28	39,8%	60,3%	7,0%	,902	972	2,20	2,93	42,9%	-21	-0,73	407	404	277	180	182	182	9,7	15	8	9	17	47,7	48,1	490,6	32	32	91	-59	97	51	22	75	51	22	75	5,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	2	0	0	3	0	4	7	86	6	0	68	13	0	0	95	9	9	9	6	0	6,8	9	0	0	0	0	1682	1416	1258	1128	894	855	77,5	63,8	255	214	63	84	54	47	52	54	106	101	978	775	518	475	208	201	95	111	2,8	1,6	4,4				2604,83	125	6,0	108,1	35,3	0,48	1	1	1	8	Lower body	$536 585,37		UFA	$5 000 000,00	$5 500 000,00
1988-06-04	Pittsburgh	PA	USA	USA	73	196	2008	7	190	L	8474749	Bartkowski	Matt	D	CGY	24	1	1	0	1	2	-4	-5,2	26	523	22158	368,9	15,38	15,38	28,5%	15,4%	8,7%	,913	1000	2,11	3,09	40,6%	-6	-0,98	49	49	28	16	16	16	0,7	0	1	2	3	50,1	49,2	0,0	46	46	21	25	12	13	3	12	13	3	12	3,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	10	0	0	6	0	0	0	10	6	1	4	1	-5	-1,2	3	2	0	0	1	289	361	202	281	150	219	11,0	16,9	34	57	13	19	11	15	16	13	27	28	161	171	158	111	58	47	21	24	-0,1	0,5	0,4				924,83	86	16,3	105,7	-0,6	-0,03								UFA	$575 000,00	$612 500,00
1997-05-26	Coquitlam	BC	CAN	CAN	72	182	2015	1	16	R	8478445	Barzal	Mathew	C	NYI	2	0	0	0	0	0	-2	-1,8	6	32	1170	19,5	9,75	9,75	16,7%	0,0%	0,0%	,857	857	0,00	6,16	0,0%	-2	-6,16	0	0	0	0	0	0	0,0	0	0	0	0	0,0	NA	0,0	1	1	1	0	0	0	0	0	0	0	0	0,0%	6	7	6	7	46,2%	86,7%	1	2	2	3	3	2	1	1	2	3	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	-3	-3,0	3	0	0	0	0	12	28	11	18	8	14	0,5	1,5	1	5	0	2	0	3	0	1	0	4	7	8	8	7	5	4	3	0	-0,1	-0,1	-0,1				96,95	7	0,3	123,2	-1,6	-0,81				4	Illness	$43 617,90		RFA	$925 000,00	$894 167,00
1987-01-07	Owen sound	ON	CAN	CAN	72	205	2005	4	95	R	8471760	Bass	Cody	C	NSH	9	0	0	0	0	0	-1	-1,8	19	99	3654	60,9	6,77	6,77	13,7%	0,0%	0,0%	,971	971	0,00	0,99	0,0%	-1	-0,99	3	3	1	1	1	1	0,0	0	0	0	0	57,0	56,6	0,0	14	14	10	4	0	1	2	4	1	2	4	5,8%	0	2	0	2	0,0%	3,6%	0	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	5	4	-4	-1,0	2	3	0	0	0	27	69	21	45	13	35	0,9	2,3	1	9	0	1	0	2	1	2	1	4	27	28	42	35	9	6	6	5	-0,2	0	-0,1				383,47	40	8,0	94,6	-1,8	-0,21				4	Upper body	$29 878,05		UFA	$575 000,00	$612 500,00
1985-10-16	Calgary	AB	CAN	CAN	75	215				R	8474291	Beagle	Jay	C/RW	WSH	81	13	17	13	4	30	20	-2,4	22	1587	66251	1101,6	13,63	13,62	24,2%	73,2%	10,0%	,920	1020	2,23	2,56	46,6%	-6	-0,33	158	158	136	100	100	100	11,4	47	11	5	16	24,9	23,4	188,8	55	55	59	-4	36	26	11	44	26	11	44	3,8%	624	483	624	483	56,4%	91,3%	333	253	189	152	102	78	191	160	247	178	342	267	1	4	4	0	0	0	1	0	0	0	3	1	8	1	0	1	34	17	0	6	16	13	2	46	11	12	11	9	1	-1,3	11	0	0	0	0	745	1145	565	860	409	585	35,7	59,4	128	218	41	47	32	47	38	58	70	105	672	541	481	426	179	122	71	73	1,6	1,9	3,5				3444,06	121	6,0	102,9	29,5	0,36	1	3	2	1	Illness	$21 341,46		UFA	$1 750 000,00	$1 750 000,00
1980-06-04	Sorel	QC	CAN	CAN	73	208	1998	3	75	L	8467400	Beauchemin	Francois	D	COL	81	5	13	8	5	18	-14	-12,0	32	2157	104566	1733,9	21,52	21,48	36,6%	32,1%	7,3%	,897	970	1,94	3,46	35,9%	-44	-1,52	279	279	189	132	132	132	5,4	8	4	10	14	55,2	48,2	218,9	73	73	48	25	57	47	28	156	47	28	156	8,8%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	2	0	1	4	52	0	1	75	11	1	1	43	16	7	16	6	-9	0,0	16	0	0	0	0	1419	1781	1069	1316	768	969	60,4	81,2	182	261	56	100	44	66	70	57	114	123	909	830	585	409	194	212	99	74	0,4	3,3	3,7				3000,7	261	6,3	110,7	19,9	0,25	1	0	0	1	Illness	$54 878,05	NMC	UFA	$4 500 000,00	$4 500 000,00
1992-12-05	Strathroy	ON	CAN	CAN	74	205	2011	1	17	L	8476470	Beaulieu	Nathan	D	MTL	74	4	24	14	10	28	8	0,0	44	1742	86490	1439,3	19,48	19,47	33,7%	35,9%	10,7%	,924	1031	3,25	2,29	58,6%	23	0,96	235	235	159	118	118	118	5,7	10	8	12	20	49,4	44,6	189,1	65	65	176	-111	41	71	16	102	71	16	102	7,8%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	2	1	4	6	30	2	0	30	10	1	1	74	15	11	14	12	-4	3,7	12	2	0	0	1	1407	1316	1014	948	729	720	65,9	62,5	224	206	78	55	48	60	91	93	139	153	646	600	538	765	268	153	86	76	1,7	3,9	5,6				2833,18	213	6,8	113,5	35,2	0,48	1	0	2	6	Neck	$73 170,73		RFA	$1 000 000,00	$1 000 000,00
1997-06-08	Sorel-Tracy	QC	CAN	CAN	71	170	2015	1	28	L	8478463	Beauvillier	Anthony	C/LW	NYI	66	9	15	8	7	24	1	-9,3	10	1135	51563	859,3	13,02	13,02	24,5%	61,5%	9,3%	,923	1017	2,72	2,44	52,7%	4	0,28	170	170	135	101	101	101	9,5	31	9	7	16	30,5	26,1	159,4	81	81	73	8	34	30	17	26	30	17	26	2,9%	123	174	123	174	41,4%	42,5%	30	57	42	54	51	63	35	51	38	64	75	100	0	2	2	0	0	0	1	0	1	1	1	0	5	0	2	5	27	13	3	5	19	5	5	51	5	6	5	5	1	-1,6	5	0	0	0	0	753	887	571	650	418	457	32,5	39,2	101	132	39	35	28	18	34	38	62	56	304	395	397	346	153	88	44	43	1,3	0,8	2,2	2	1	0	2642,13	117	19,6	114,5	15,8	0,24	2	3	0	2	Foot, Illness	$21 808,95		RFA	$925 000,00	$894 167,00
1991-05-13	St. Catharines	ON	CAN	CAN	74	203	2009	3	70	R	8475192	Beck	Taylor	LW	EDM/NYR	5	0	0	0	0	0	-3	-1,4	4	70	2643	44,0	8,82	8,81	17,2%	0,0%	0,0%	,870	870	0,00	4,09	0,0%	-3	-4,09	11	11	5	5	5	5	0,3	2	0	0	0	23,6	23,3	0,0	5	5	6	-1	0	2	1	0	2	1	0	0,0%	0	1	0	1	0,0%	2,6%	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	2	0	1	0	-2	-1,0	2	0	0	0	0	33	44	20	32	15	23	0,9	3,0	4	12	0	3	0	4	1	1	1	5	19	19	21	20	10	2	3	2	-0,1	-0,1	-0,2				212,16	9	3,0	104,9	-0,9	-0,18								RFA	$650 000,00	$650 000,00
1988-06-07	Windsor	ON	CAN	CAN	72	203	2006	4	112	L	8473492	Beleskey	Matt	LW	BOS	49	3	5	1	4	8	-10	5,1	47	880	39001	649,8	13,17	13,23	24,1%	47,1%	4,8%	,911	959	1,57	2,03	43,6%	-5	-0,46	149	149	113	79	79	79	5,6	11	6	7	13	35,7	33,3	23,1	98	97	NA	#VALEUR!	34	12	7	18	12	7	18	3,6%	29	41	29	41	41,4%	12,0%	4	4	6	7	19	30	7	15	10	8	17	27	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	6	28	5	2	7	20	1	0	44	19	8	19	9	-11	-9,1	16	3	0	0	0	649	502	496	364	357	248	25,0	19,0	61	53	17	22	15	11	21	21	36	32	293	288	281	283	80	62	46	47	-0,6	0,4	-0,2				2048,47	166	6,6	106,3	12,2	0,25	0	0	3	23	Knee	$1 065 853,66	M-NTC	UFA	$4 000 000,00	$3 800 000,00
1985-03-06	Le Blanc-Mesnil		FRA	FRA	72	198				L	8477930	Bellemare	Pierre-Edouard	LW/C	PHI	82	4	4	3	1	8	-1	-3,9	20	1552	63814	1061,8	12,97	12,96	23,4%	38,1%	5,9%	,908	967	1,19	2,83	29,6%	-29	-1,64	172	172	129	90	90	90	6,0	17	4	14	18	37,5	34,7	135,6	73	73	105	-32	39	14	24	70	14	24	70	6,1%	402	429	400	429	48,4%	86,0%	168	226	140	117	94	86	80	101	142	125	267	293	0	2	0	0	0	0	0	0	1	2	1	0	0	2	0	4	33	10	1	8	36	5	1	29	7	7	7	8	0	0,7	5	2	0	0	0	701	1151	498	798	354	544	24,7	51,2	76	176	21	50	27	54	38	49	65	103	467	497	460	499	138	86	40	41	-1,7	1,3	-0,4				3483,12	165	19,4	104,7	12,7	0,16	0	1	0					UFA	$725 000,00	$712 500,00
1989-07-18	Victoria	BC	CAN	CAN	74	210	2007	5	129	L	8473994	Benn	Jamie	LW	DAL	77	26	43	26	17	69	-9	-6,5	66	2085	89507	1488,3	19,37	19,36	32,4%	80,2%	10,1%	,886	987	3,47	3,27	51,5%	5	0,20	359	359	278	201	201	201	22,3	83	23	19	42	29,3	25,5	424,6	89	89	56	33	77	55	55	47	55	55	47	3,4%	212	200	212	200	51,5%	23,7%	64	65	35	34	113	101	63	65	80	69	119	117	2	3	4	0	0	0	4	0	1	2	3	1	15	6	5	9	57	18	6	12	25	12	3	125	26	19	25	21	-7	-2,3	22	4	0	0	0	1616	1363	1228	1004	850	709	85,5	77,0	287	254	86	81	66	81	55	80	121	161	901	840	394	328	267	175	76	94	6,4	1,1	7,5	3	1	0	3104,14	206	6,5	120,1	61,8	0,8	2	5	2	5	Foot, Upper body	$320 121,95	NMC	UFA	$5 750 000,00	$5 250 000,00
1987-07-26	Victoria	BC	CAN	CAN	74	200				L	8474818	Benn	Jordie	D	DAL/MTL	71	4	13	7	6	17	-4	-2,3	28	1812	77900	1292,6	18,28	18,26	31,7%	43,6%	6,5%	,895	960	1,81	3,44	34,5%	-35	-1,62	180	180	116	68	68	68	3,6	6	4	5	9	52,6	46,6	193,8	64	64	69	-5	48	49	14	144	49	14	144	10,4%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	1	1	0	7	40	1	0	26	8	1	0	32	14	10	13	8	-4	2,1	14	0	0	0	0	1217	1388	888	996	600	705	54,7	69,6	181	233	39	74	50	79	45	61	95	140	656	680	442	424	205	120	88	81	0,7	2,1	2,8				2790,55	236	5,6	120,9	21,3	0,3				6	Undisclosed	$80 487,80		UFA	$1 100 000,00	$1 100 000,00
1991-11-27	Gardena	CA	USA	USA	74	195	2010	1	20	R	8475761	Bennett	Beau	RW/LW	N.J	65	8	11	7	4	19	-3	1,1	20	1152	52876	880,2	13,72	13,61	25,5%	70,4%	5,8%	,924	982	1,84	1,98	48,2%	-2	-0,14	183	185	145	99	101	101	8,5	28	4	4	8	33,0	29,4	222,3	77	75	60	15	46	16	19	13	15	19	13	2,0%	3	13	3	13	18,8%	2,1%	0	1	0	1	3	11	2	0	0	6	2	8	0	0	1	0	0	0	1	0	2	0	2	0	3	1	2	4	39	8	0	6	35	8	1	43	10	9	10	8	-1	0,6	10	0	0	0	0	850	656	652	511	466	384	38,0	32,9	110	108	27	29	21	24	15	29	36	53	376	403	323	314	101	70	58	44	0,6	1,1	1,7				2565,32	110	9,6	102,7	23,7	0,37				12	Leg, Lower body	$106 097,56		RFA	$725 000,00	$725 000,00
1996-06-20	Holland Landing	ON	CAN	CAN	73	186	2014	1	4	L	8477935	Bennett	Sam	C	CGY	81	13	13	7	6	26	-16	-0,6	75	1613	72839	1212,7	14,98	14,98	26,2%	65,0%	7,7%	,906	983	1,98	2,62	43,0%	-13	-0,64	215	215	169	122	122	122	13,3	45	12	19	31	27,0	26,6	211,4	127	127	66	61	47	25	43	46	25	43	46	4,4%	374	437	374	437	46,1%	72,1%	115	125	141	163	118	149	118	137	127	159	219	255	0	3	0	1	0	0	0	0	2	1	1	0	9	1	0	9	37	13	0	5	9	16	2	77	33	21	32	16	-12	-11,9	30	3	0	0	0	1004	1048	739	778	519	562	40,8	46,3	115	150	40	53	21	28	52	45	73	73	537	588	426	334	213	175	85	80	0,8	0,8	1,6	2	0	0	3411,7	251	5,7	101,5	21,6	0,27	2	3	0					RFA	$925 000,00	$925 000,00
1994-05-25	Edmonton	AB	CAN	CAN	73	195	2012	6	175	R	8476988	Benning	Matthew	D	EDM	62	3	12	6	6	15	8	3,8	29	1399	61791	1027,4	16,62	16,60	29,8%	30,6%	9,6%	,925	1021	2,86	2,10	57,6%	13	0,76	152	152	98	69	69	69	3,6	6	6	11	17	44,0	41,9	99,2	111	111	95	16	29	49	7	64	49	7	64	7,2%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	3	25	2	0	12	20	0	1	34	13	14	13	10	1	1,0	12	1	0	0	0	942	887	716	656	510	479	45,56	42,72	161	142	49	36	30	31	52	63	82	94	438	523	481	391	208	132	54	66	0,7	2,7	3,5				2421,77	205	9,8	106,8	23,0	0,37				2	Undisclosed	$22 560,98		RFA	$925 000,00	$925 000,00
1985-07-24	Ancienne-Lorette	QC	CAN	CAN	73	195	2003	2	45	R	8470638	Bergeron	Patrice	C	BOS	79	21	32	21	11	53	12	20,3	24	1939	92065	1532,0	19,33	19,38	32,4%	53,5%	9,7%	,903	1000	3,88	2,27	63,1%	41	1,61	479	480	392	301	302	302	28,4	102	12	27	39	31,7	28,0	365,4	54	54	88	-34	91	23	65	47	23	64	47	4,1%	1089	723	1083	721	60,1%	95,4%	340	259	324	185	420	278	385	242	318	209	656	446	0	2	7	1	0	0	2	1	4	5	3	0	6	0	6	13	72	25	8	17	74	22	2	153	12	7	10	6	-5	-0,5	12	0	0	0	0	1845	1138	1416	844	1022	601	88,5	52,4	281	167	99	58	58	27	72	53	130	80	1124	766	388	499	237	199	90	95	4,2	2,5	6,6	2	0	0	3197	125	9,9	116,8	87,4	1,11	3	8	5	3	Lower body	$251 524,39	NMC	UFA	$8 750 000,00	$6 875 000,00
1988-06-02	Västerås		SWE	SWE	76	223	2006	1	25	L	8473534	Berglund	Patrik	C/LW	STL	82	23	11	7	4	34	-7	2,4	32	1912	78668	1309,6	15,98	15,98	27,5%	68,0%	8,1%	,904	985	2,29	2,66	46,3%	-8	-0,37	275	275	225	153	153	153	17,8	64	15	16	31	25,7	23,7	146,0	155	155	86	69	72	23	43	42	23	43	42	3,8%	584	585	584	585	50,0%	92,3%	218	228	207	191	159	166	184	210	179	161	387	375	1	5	5	3	0	0	5	0	2	1	6	0	9	0	5	10	57	24	2	10	9	17	4	87	16	13	16	12	-3	-3,7	16	0	0	0	0	1168	1107	873	840	614	604	54,4	51,8	166	166	50	58	43	46	47	39	90	85	634	633	461	515	112	142	63	65	2,6	1,3	3,9	2	1	0	3449,03	229	12,4	104,2	37,2	0,45	3	2	0				M-NTC	UFA	$3 700 000,00	$3 700 000,00
1994-04-05	Fribourg		CHE	CHE	70	186	2012	6	158	R	8477006	Bertschy	Christoph	C	MIN	5	0	1	0	1	1	0	0,2	4	65	2440	40,7	8,13	8,13	17,1%	100,0%	6,7%	,950	1017	1,48	1,48	50,0%	0	0,00	5	5	5	5	5	5	0,4	2	0	0	0	26,2	25,5	0,0	7	7	6	1	0	0	0	3	0	0	3	8,6%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	2	0	2	0	-2	-2,0	2	0	0	0	0	25	35	17	25	15	20	1,2	1,1	5	2	1	1	1	1	2	2	3	3	18	15	16	19	4	2	3	0	0	0	0				197,85	14	3,5	88,5	0,3	0,06								RFA	$742 500,00	$775 833,00
1995-02-24	Sudbury	ON	CAN	CAN	72	198	2013	2	58	L	8477479	Bertuzzi	Tyler	LW	DET	7	0	0	0	0	0	-1	-0,5	0	90	3825	63,8	9,10	9,10	18,7%	0,0%	4,8%	,931	979	0,94	1,88	33,3%	-1	-0,94	8	8	7	3	3	3	0,4	1	0	0	0	41,0	32,1	0,0	12	12	11	1	4	3	1	0	3	1	0	0,0%	1	1	1	1	50,0%	3,5%	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	1	0	0	0	0	1	0	1	1	1,0	0	0	0	0	0	39	54	29	45	21	29	1,4	2,3	5	8	1	2	0	4	1	3	1	7	29	28	31	38	9	2	5	2	-0,2	0	-0,1				277,97	12	0,0	87,5	-0,7	-0,1				13	Leg	$104 898,43		RFA	$667 500,00	$661 667,00
1986-03-09	Bowmanville	ON	CAN	CAN	76	223	2004	2	41	L	8471254	Bickell	Bryan	LW	CAR	11	1	0	0	0	1	-4	-2,3	4	160	6891	114,3	10,43	10,42	19,5%	20,0%	10,0%	,879	979	2,62	3,67	41,7%	-2	-1,05	20	20	14	8	8	8	1,0	4	0	0	0	39,1	33,6	0,0	16	16	7	9	6	2	3	3	2	3	3	2,9%	0	2	0	2	0,0%	2,1%	0	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	1	4	0	0	2	2	0	1	0	-2	-0,8	2	0	0	0	0	103	104	76	82	50	58	4,6	5,8	16	22	5	7	4	8	7	6	11	14	53	41	56	49	13	17	5	7	-0,1	0	-0,1	1	1	0	471,26	23	9,5	108,7	0,2	0,02				44	Illness	0				
1988-04-04	Montreal	QC	CAN	CAN	70	193	2006	5	147	R	8473415	Biega	Alex	D	VAN	36	0	3	1	2	3	-4	-5,2	18	701	28444	474,1	13,17	13,17	23,8%	27,3%	5,3%	,915	968	1,39	2,91	32,4%	-12	-1,52	79	79	59	37	37	37	1,6	2	1	2	3	49,6	45,8	34,6	97	97	61	36	22	7	5	24	7	5	24	5,3%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	19	0	1	8	8	0	0	20	9	2	9	2	-7	-3,7	9	0	0	0	0	392	453	285	356	207	270	16,7	24,3	53	72	11	23	12	19	14	18	26	37	210	194	235	191	59	56	27	17	-0,3	0,9	0,7				1521,76	139	11,3	106,9	3,3	0,09								UFA	$700 000,00	$750 000,00
1981-06-16	Grimsby	ON	CAN	CAN	73	200	2001	5	151	R	8469598	Bieksa	Kevin	D	ANA	81	3	11	2	9	14	0	-12,3	63	1802	91130	1515,7	18,75	18,74	33,0%	25,0%	8,5%	,912	997	2,22	2,85	43,8%	-16	-0,63	197	197	146	94	94	94	5,8	13	1	5	6	45,9	42,8	44,9	173	173	73	100	52	54	13	100	54	13	100	6,5%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	1	0	1	3	48	4	0	42	3	3	1	41	24	14	24	17	-10	2,3	19	5	0	0	0	1223	1544	932	1149	658	820	55,7	75,5	186	266	56	72	39	53	58	64	97	117	715	634	747	548	231	112	108	98	0	3,5	3,5	1	0	0	3070,97	341	9,8	109,5	8,7	0,11				1	Facial	$48 780,49	NMC	UFA	$4 000 000,00	$4 000 000,00
1990-07-15	Island Park	NY	USA	USA	73	210	2010	6	168	L	8475868	Bitetto	Anthony	D	NSH	29	0	7	3	4	7	-1	-4,4	25	513	20538	342,0	11,80	11,80	23,5%	46,7%	9,4%	,915	1010	2,63	2,98	46,9%	-2	-0,35	45	45	29	17	17	17	0,8	0	0	1	1	47,2	43,5	59,7	43	43	44	-1	12	8	1	24	8	1	24	6,6%	0	0	0	0	0,0%	0,0%	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0	3	1	0	0	12	11	1	11	2	-10	-4,3	10	1	0	0	0	289	362	215	276	159	201	12,3	17,7	28	48	15	17	10	14	12	21	22	35	148	149	184	193	51	40	37	26	0,4	0,6	0,9				1112,5	93	4,4	114,2	1,8	0,06				32	Upper body, Hand	$239 024,39		UFA	$575 000,00	$612 500,00
1995-04-10	Herning		DNK	DNK	72	175	2013	3	89	R	8477416	Bjorkstrand	Oliver	RW	CBJ	26	6	7	4	3	13	4	6,1	6	483	21980	366,2	14,08	14,09	25,7%	56,5%	10,4%	,906	1011	3,77	2,13	63,9%	10	1,64	90	90	66	55	55	55	7,4	31	9	4	13	24,4	24,2	68,7	14	14	31	-17	11	8	8	9	8	8	9	3,6%	1	0	1	0	100,0%	0,3%	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	1	0	0	3	0	2	1	8	5	1	5	11	6	0	27	2	5	3	6	3	2,6	2	0	0	0	0	373	252	276	186	221	139	19,4	12,6	68	42	23	13	18	11	11	8	29	19	160	162	105	124	36	34	15	19	1,1	0,5	1,7				1058,12	29	11,0	102,4	17,4	0,67	0	2	0	6	Undisclosed	$47 987,78		RFA	$600 000,00	$655 833,00
1992-07-17	Minneapolis	MN	USA	USA	78	218	2010	1	19	R	8475760	Bjugstad	Nick	C	FLA	54	7	7	3	4	14	-19	-9,6	22	984	42615	709,7	13,15	13,15	24,1%	58,3%	6,1%	,919	980	2,03	2,71	42,9%	-8	-0,68	154	154	122	91	91	91	9,7	40	5	10	15	27,1	26,6	90,1	72	72	49	23	31	17	21	9	17	21	9	1,4%	186	205	186	205	47,6%	58,2%	42	50	53	61	91	94	39	45	76	83	116	119	0	2	1	0	0	0	1	0	1	0	1	0	4	0	2	2	27	18	1	14	13	7	1	37	11	13	11	11	2	1,0	11	0	0	0	0	685	638	538	516	392	395	33,9	33,7	113	121	24	32	26	43	23	31	49	74	318	354	282	222	114	99	48	37	0,3	0,1	0,5	3	0	0	2229,79	103	8,5	111,9	9,7	0,18	0	0	1	28	Hand, Lower body	$1 400 000,00		UFA	$3 350 000,00	$4 100 000,00
