#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Draft,Round,Overall,Rk,Age,BTN Code,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,PTS,+/-,Sh,Miss,Blkd,Sh%,CoSH%,Dist,Wrist,Snap,Slap,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
73,Jun 25 '88,Windsor,ON,CAN,76,225,R,2007,6,162,Y,25,BRETTBELLEMORE,Brett,Bellemore,CAR,,,D,64,2,6,8,-1,54,16,36,3.7%,1.9%,54.2,23,12,16,1118.2,17.5,1532,23.9,0.73,38,2.03,2.6%,7.7%,10.3%,0,0,0.0%,0,137,169,98,16,39,21,7.4,9.1,5.3,0.9,2.1,1.1,45,15,3,0,0,0,2.5,,, ,,0,14,0,0,0,0,0,0,0%,5,-0.2,2.5,2.2,0.03,0.12,14.8,20.6,-0.4,-0.2,2.4,0,2.2,0.03,0.12,,,,9,Lower body,600000,,1.1
77,Jul 29 '86,Ryazan,,RUS,76,218,L,,,,,27,ANTONBELOV,Anton,Belov,EDM,,,D,57,1,6,7,-12,54,25,53,1.9%,0.8%,47.8,12,10,29,951.0,16.7,1178,20.7,0.81,25,1.57,1.4%,8.2%,9.6%,0,0,0.0%,0,51,103,75,25,46,7,3.2,6.5,4.7,1.6,2.9,0.4,34,12,0,0,0,1,-1.9,,, ,,0,11,0,0,0,0,0,0,0%,1,-0.3,1.2,0.9,0.02,0.06,19.3,18.8,-0.5,-1.8,0.3,0,-1.5,-0.03,-0.09,,,,13,"Knee, Shoulder",1525000,,-4.2
14,Jul 18 '89,Victoria,BC,CAN,74,210,L,2007,5,129,,24,JAMIEBENN,Jamie,Benn,DAL,,,LW/C,81,34,45,79,21,279,128,108,12.2%,6.6%,29.2,189,23,14,1550.5,19.1,2029,25.0,0.76,188,7.27,37.0%,48.9%,85.9%,411,367,52.8%,15.3,113,118,60,128,68,70,4.4,4.6,2.3,5.0,2.6,2.7,64,22,2,1,0,0,2.4,9,1,11%,1,10,17,1,0,3,1,0,0,0%,7,8.4,2.5,10.9,0.13,0.42,42.2,33.1,22.4,14.8,4.3,0,19,0.23,0.74,,,,,,5250000,,9.8
24,Jul 26 '87,Victoria,BC,CAN,74,200,L,,,,,26,JORDIEBENN,Jordie,Benn,DAL,,,D,78,3,17,20,16,91,53,74,3.3%,1.4%,56.2,50,12,29,1493.9,19.2,1968,25.2,0.76,62,2.50,2.7%,15.3%,18.0%,1,0,100.0%,0,154,118,122,53,39,27,6.2,4.7,4.9,2.1,1.6,1.1,30,15,0,0,0,0,0.0,3,1,33%,0,0,16,0,0,0,0,1,1,100%,5,0.7,4.2,4.9,0.06,0.20,24.7,32,12,1.9,5.3,-1.6,5.6,0.07,0.22,,,,,,700000,,4.4
19,Nov 27 '91,Gardena,CA,USA,74,195,R,2010,1,20,,22,BEAUBENNETT,Beau,Bennett,PIT,,,RW,21,3,4,7,-2,27,12,13,11.1%,5.8%,26.1,16,4,1,290.7,13.8,373,17.8,0.78,29,6.05,8.8%,11.8%,20.6%,2,0,100.0%,0.1,24,32,7,12,4,2,5.0,6.6,1.4,2.5,0.8,0.4,0,0,0,0,0,0,3.6,1,0,0%,0,1,4,0,0,1,0,0,0,0%,3,0.3,0.3,0.6,0.03,0.12,6,5.5,-2.4,0.2,0.3,-0.3,0.2,0.01,0.04,,,,61,"Lower body, Lower body",900000,,-1.4
61,Jan 06 '84,St. Albert,ON,CAN,71,191,L,,,,,30,ANDREBENOIT,Andre,Benoit,COL,,,D,79,7,21,28,2,113,38,84,6.2%,3.0%,45.2,56,10,34,1596.7,20.2,2117,26.8,0.75,80,2.99,4.8%,14.4%,19.2%,0,0,0.0%,0,69,58,119,38,32,20,2.6,2.2,4.5,1.4,1.2,0.8,26,13,0,0,0,0,4.5,,, ,,1,22,1,1,2,0,0,0,0%,5,1.9,2.8,4.7,0.06,0.18,33.6,34.2,-5.6,3,1.5,0,4.6,0.06,0.17,,,,1,Wrist,900000,,3.0
20,Feb 08 '84,Helsinki,,FIN,70,201,L,2002,1,22,,29,SEANBERGENHEIM,Sean,Bergenheim,FLA,,,LW,62,16,13,29,-16,190,75,45,8.4%,5.2%,27.7,77,16,36,1023.4,16.5,1386,22.4,0.74,133,7.77,15.0%,12.1%,27.1%,2,2,50.0%,0.1,85,111,18,75,16,27,5.0,6.5,1.1,4.4,0.9,1.6,40,18,0,0,0,0,-2.3,,, ,,3,11,0,0,3,1,0,1,100%,6,2.4,0.4,2.7,0.04,0.16,23,21.1,-5.8,2.8,1,0,3.9,0.06,0.23,,,,15,"Hip, Concussion",2750000,,-0.9
37,Jul 24 '85,Ancienne-Lorette,QC,CAN,74,194,R,2003,2,45,,28,PATRICEBERGERON,Patrice,Bergeron,BOS,,,C,80,30,32,62,38,243,93,94,12.3%,7.0%,31.0,135,46,12,1438.3,18.0,1986,24.8,0.72,161,6.70,19.4%,20.6%,40.0%,1015,717,58.6%,35.4,97,52,57,93,28,49,4.0,2.2,2.4,3.9,1.2,2.0,43,19,1,0,0,0,-1.0,7,3,43%,0,7,15,0,1,7,3,0,0,0%,9,6.4,2.8,9.2,0.12,0.38,32.6,32.7,15.6,12.1,5.5,0.7,18.2,0.23,0.76,,,,2,"Undisclosed, Shoulder",5000000,,9.4
21,Jun 02 '88,Västerås,,SWE,75,217,L,2006,1,25,,25,PATRIKBERGLUND,Patrik,Berglund,STL,,,C,78,14,18,32,10,144,42,59,9.7%,5.7%,29.0,86,15,14,1261.2,16.2,1864,23.9,0.68,56,2.64,9.7%,12.4%,22.1%,373,410,47.6%,16.8,86,88,30,42,12,42,4.1,4.2,1.4,2.0,0.6,2.0,38,19,0,0,0,0,-10.9,1,0,0%,0,1,18,0,0,2,1,0,0,0%,2,1.6,1.9,3.5,0.04,0.17,23.1,24.8,2.8,2.9,4.3,-0.3,7,0.09,0.33,,,,4,"Upper body, Flu",3250000,,1.3
18,Mar 31 '85,Quebec City,QC,CAN,75,215,R,2003,1,16,,28,STEVEBERNIER,Steve,Bernier,NJD,,,RW,78,3,9,12,-15,104,35,22,2.9%,1.9%,27.7,43,32,8,970.9,12.4,1406,18.0,0.69,80,4.94,2.8%,8.3%,11.1%,6,12,33.3%,0.4,84,118,23,35,13,22,5.2,7.3,1.4,2.2,0.8,1.4,33,9,1,1,0,0,1.5,,, ,,2,25,1,0,1,0,0,0,0%,3,-1.1,0.7,-0.3,0.00,-0.02,17.8,15.8,-12.4,-3.5,0.9,0,-2.6,-0.03,-0.16,,,,,,775000,,-4.0
44,Feb 02 '75,Sudbury,ON,CAN,75,229,L,1993,1,23,,38,TODDBERTUZZI,Todd,Bertuzzi,DET,,,RW/LW,59,9,7,16,-17,100,32,21,9.0%,5.9%,25.0,44,13,16,864.5,14.7,1173,19.9,0.74,45,3.10,11.3%,8.8%,20.0%,9,9,50.0%,0.5,32,72,14,32,27,13,2.2,5.0,1.0,2.2,1.9,0.9,40,20,0,0,0,0,-14.9,7,1,14%,0,4,19,0,0,0,0,0,0,0%,2,0.4,0.2,0.6,0.01,0.04,22.6,17,-14.9,-3,-0.5,-1.1,-4.5,-0.08,-0.31,,,,8,"Shoulder, Flu",2075000,,-8.1
29,Mar 09 '86,Bowmanville,ON,CAN,76,233,L,2004,2,41,,27,BRYANBICKELL,Bryan,Bickell,CHI,,,LW,59,11,4,15,-6,93,36,50,11.8%,6.1%,33.0,61,9,9,669.7,11.4,917,15.5,0.73,61,5.50,8.7%,3.2%,11.9%,1,1,50.0%,0,83,105,10,36,8,10,7.4,9.4,0.9,3.2,0.7,0.9,28,9,2,0,0,0,-2.1,,, ,,1,19,0,0,2,0,0,0,0%,1,1,0.3,1.3,0.02,0.12,13.8,13,-10.5,0.8,0.5,0,1.4,0.02,0.13,,,,20,"Lower body, Undisclosed",4000000,,-5.6
3,Jun 16 '81,Grimsby,ON,CAN,73,198,R,2001,5,151,,32,KEVINBIEKSA,Kevin,Bieksa,VAN,,,D,76,4,20,24,-8,167,62,109,2.4%,1.2%,51.5,81,16,60,1730.8,22.8,2055,27.0,0.84,118,4.10,3.4%,17.1%,20.5%,1,0,100.0%,0,99,144,130,62,55,32,3.4,5.0,4.5,2.1,1.9,1.1,104,27,6,1,1,0,1.5,,, ,,2,22,1,1,1,0,0,0,0%,4,1,3.7,4.7,0.06,0.16,34.3,35.4,-2,1.2,4.2,0,5.4,0.07,0.19,,,,5,Foot,4600000,,-2.7
41,May 26 '89,Port Huron,MI,USA,70,180,L,,,,Y,24,CHADBILLINS,Chad,Billins,CGY,,,D,10,0,3,3,-3,3,5,8,0.0%,0.0%,46.3,1,0,1,122.1,12.2,177,17.7,0.69,0,0.00,0.0%,15.8%,15.8%,0,0,0.0%,0,2,0,9,5,2,2,1.0,0.0,4.4,2.5,1.0,1.0,0,0,0,0,0,0,0.5,,, ,,0,1,0,0,0,0,0,0,0%,4,0.2,0,0.2,0.02,0.10,2.6,2.9,-1.9,0.4,0,0,0.5,0.05,0.25,,,,,,925000,,-1.1
12,Mar 11 '85,Welland,ON,CAN,74,216,L,2003,4,121,,28,PAULBISSONNETTE,Paul,Bissonnette,PHX,,,LW/D,39,2,6,8,6,25,8,5,8.0%,5.3%,29.0,14,3,1,185.1,4.7,289,7.4,0.64,31,9.92,2.8%,8.5%,11.3%,1,2,33.3%,0.1,26,51,4,8,3,6,8.4,16.5,1.3,2.6,1.0,1.9,53,9,3,2,0,0,-4.3,,, ,,2,11,0,0,0,0,0,0,0%,2,0.6,0.5,1.1,0.03,0.36,4.9,4.8,6.4,0.8,1.2,0,2,0.05,0.65,,,,,,737500,,0.7
27,Jul 17 '92,Minneapolis,MN,USA,78,218,R,2010,1,19,Y,21,NICKBJUGSTAD,Nick,Bjugstad,FLA,,,C,76,16,22,38,-14,185,58,58,8.6%,5.3%,28.1,91,19,32,1231.6,16.2,1742,22.9,0.71,167,8.16,15.8%,21.8%,37.6%,549,574,48.9%,24.4,89,117,23,58,28,37,4.3,5.7,1.1,2.8,1.4,1.8,16,8,0,0,0,0,-1.6,5,2,40%,1,1,16,0,0,4,0,0,0,0%,7,2.8,0.7,3.5,0.05,0.17,27.9,26.3,-2.4,3.8,1.8,0.4,6,0.08,0.29,,,,5,Concussion,1100000,,4.1
7,Jan 30 '89,Long Beach,CA,USA,73,188,R,2007,1,23,,25,JONATHONBLUM,Jonathon,Blum,MIN,,,D,15,0,1,1,-1,11,7,7,0.0%,0.0%,41.3,5,1,3,175.0,11.7,241,16.1,0.73,39,13.37,0.0%,3.2%,3.2%,0,0,0.0%,0,7,10,13,7,2,1,2.4,3.4,4.5,2.4,0.7,0.3,0,0,0,0,0,0,0.8,,, ,,0,3,0,0,0,0,0,0,0%,3,-0.1,0.3,0.2,0.01,0.07,2.6,2.6,-1.1,-0.3,0.2,0,-0.1,-0.01,-0.03,,,,,,650000,,-1.2
45,Dec 15 '86,Toronto,ON,CAN,76,216,R,2005,2,43,,27,MICHAELBLUNDEN,Mike,Blunden,MTL,,,RW,7,0,0,0,-2,2,1,1,0.0%,0.0%,20.7,1,0,0,42.9,6.1,64,9.1,0.67,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,0,8,16,3,1,0,0,11.2,22.4,4.2,1.4,0.0,0.0,5,0,1,0,0,0,-0.1,,, ,,0,1,0,0,0,0,0,0,0%,5,-0.1,0,-0.2,-0.03,-0.28,1.2,1.2,-2.1,-0.6,-0.1,0,-0.6,-0.09,-0.84,,,,,,550000,,-1.6
40,Jan 25 '85,Portage La Prairie,MB,CAN,77,226,R,2003,9,278,,29,TROYBODIE,Troy,Bodie,TOR,,,RW,47,3,7,10,6,50,20,13,6.0%,3.6%,36.9,29,8,5,405.8,8.6,583,12.4,0.70,38,5.56,3.7%,8.6%,12.3%,2,5,28.6%,0.2,73,64,19,20,7,6,10.8,9.5,2.8,3.0,1.0,0.9,26,3,4,0,0,0,5.3,,, ,,1,10,0,0,0,0,0,0,0%,3,0.4,0.6,1,0.02,0.15,7.3,7.1,5.9,0.8,1.1,0,1.9,0.04,0.28,,,,,,600000,,0.8
89,Dec 16 '89,Brondby,,DNK,72,211,L,2008,1,8,,24,MIKKELBOEDKER,Mikkel,Boedker,PHX,,,LW,82,19,32,51,-9,166,55,63,11.4%,6.7%,28.0,109,15,12,1428.1,17.4,1891,23.1,0.76,163,6.86,15.8%,26.7%,42.5%,3,4,42.9%,0.1,75,105,16,55,18,33,3.2,4.4,0.7,2.3,0.8,1.4,20,10,0,0,0,0,8.1,13,5,38%,2,6,24,0,0,1,0,0,0,0%,6,3.7,1.2,5,0.06,0.21,31.4,25.8,-4.1,6.3,1.8,0.8,8.9,0.11,0.37,,,,,,2550000,,4.4
44,Jul 15 '90,Massena,NY,USA,75,215,R,2008,1,3,,23,ZACHBOGOSIAN,Zach,Bogosian,WPG,,,D,55,3,8,11,3,134,50,70,2.2%,1.2%,53.1,42,30,61,1259.8,22.9,1518,27.6,0.83,58,2.78,4.5%,12.1%,16.7%,0,0,0.0%,0,51,94,75,50,47,17,2.4,4.5,3.6,2.4,2.2,0.8,48,14,2,0,1,0,-6.4,,, ,,1,15,0,0,0,0,0,0,0%,4,0,2.8,2.8,0.05,0.13,22.5,25.6,3.6,-0.9,2.8,0,1.8,0.03,0.09,,,,27,"Groin, Upper body, Flu",5142857,,-7.2
40,May 13 '86,Charlotte,NC,USA,75,214,R,2005,4,101,,27,JAREDBOLL,Jared,Boll,CBJ,,,RW,28,1,1,2,-6,12,5,6,8.3%,4.3%,26.6,9,1,0,213.6,7.6,310,11.1,0.69,0,0.00,2.3%,2.3%,4.7%,0,1,0.0%,0,39,55,9,5,0,2,11.0,15.5,2.5,1.4,0.0,0.6,62,6,8,1,0,0,5.6,,, ,,0,5,0,0,0,0,0,0,0%,3,-0.3,0,-0.3,-0.01,-0.08,3.9,3.8,-6.2,-0.9,-0.2,0,-1.1,-0.04,-0.31,,,,47,"Upper body, Abdominal",1050000,,-2.9
63,Jun 05 '86,Mimico,ON,CAN,72,184,R,2004,2,32,,27,DAVEBOLLAND,Dave,Bolland,TOR,,,C,23,8,4,12,-1,33,12,10,24.2%,14.5%,33.5,16,7,3,332.7,14.5,488,21.2,0.68,31,5.54,20.5%,10.3%,30.8%,152,185,45.1%,22.5,18,38,13,12,12,10,3.2,6.9,2.3,2.2,2.2,1.8,24,12,0,0,0,0,-10.6,,, ,,0,3,1,0,2,1,0,0,0%,6,1.4,0.3,1.7,0.07,0.31,7.2,7.5,0.2,2.5,0.4,0,2.8,0.12,0.50,,,,59,"Ankle, Undisclosed",3375000,,-3.1
52,Jan 31 '87,St. Charles,MO,USA,74,223,L,,,,,27,BRANDONBOLLIG,Brandon,Bollig,CHI,,,LW/RW,82,7,7,14,-1,109,33,46,6.4%,3.7%,37.0,71,13,2,842.6,10.3,1347,16.4,0.63,82,5.82,4.3%,4.3%,8.5%,1,0,100.0%,0,85,203,22,33,6,5,6.1,14.5,1.6,2.3,0.4,0.4,92,21,6,2,0,0,-11.5,,, ,,3,22,0,0,1,0,0,0,0%,3,0,0.6,0.6,0.01,0.04,15.5,15.4,-6.4,-1,1.4,0,0.4,0.00,0.03,,,,,,575000,,-0.6
13,Apr 20 '88,Hartford,CT,USA,73,196,L,2007,6,173,,25,NICKBONINO,Nick,Bonino,ANA,,,C,77,22,27,49,14,159,51,51,13.8%,8.4%,29.7,99,24,14,1249.7,16.2,1669,21.7,0.75,147,7.07,14.8%,18.1%,32.9%,583,611,48.8%,24,77,28,68,51,35,37,3.7,1.3,3.3,2.4,1.7,1.8,22,11,0,0,0,0,-3.4,8,3,38%,0,3,18,1,1,2,0,0,0,0%,5,4.5,1.5,6,0.08,0.29,28.5,24.6,6,8.1,2.8,0.4,11.3,0.15,0.54,,,,5,"Upper body, Leg",700000,,10.1
7,Nov 24 '84,Detroit,MI,USA,72,212,L,2004,2,53,,29,DAVIDBOOTH,David,Booth,VAN,,,LW,66,9,10,19,1,117,55,56,7.7%,3.9%,29.4,70,14,12,889.3,13.5,1209,18.3,0.74,83,5.58,11.8%,13.2%,25.0%,13,10,56.5%,0.5,117,121,17,55,16,23,7.9,8.2,1.1,3.7,1.1,1.6,18,9,0,0,0,0,5.5,2,0,0%,0,2,16,0,1,0,0,0,1,100%,3,0.7,1.2,1.9,0.03,0.13,16.2,15,4.3,0.8,2.1,-0.6,2.3,0.03,0.16,,,,11,"Lower body, Leg",4250000,,-5.2
58,Mar 23 '86,Montreal,QC,CAN,78,225,L,2004,4,114,,27,PATRICKBORDELEAU,Patrick,Bordeleau,COL,,,LW,82,6,5,11,-1,37,13,14,16.2%,9.4%,31.2,15,5,5,564.7,6.9,830,10.1,0.68,43,4.55,3.5%,2.9%,6.4%,1,2,33.3%,0,60,178,14,13,13,8,6.4,18.9,1.5,1.4,1.4,0.8,115,10,7,4,2,0,-6.0,,, ,,1,23,0,0,1,0,0,0,0%,1,0.3,0.4,0.7,0.01,0.07,10,9.5,-2.8,0.2,0.6,0,0.9,0.01,0.10,,,,,,1000000,,-0.9
74,Jul 12 '89,Ottawa,ON,CAN,74,205,L,2008,5,139,Y,24,MARKBOROWIECKI,Mark,Borowiecki,OTT,,,D,13,1,0,1,-2,6,1,8,16.7%,6.7%,50.4,4,1,1,163.6,12.6,245,18.8,0.67,0,0.00,4.3%,0.0%,4.3%,0,0,0.0%,0,26,41,13,1,5,0,9.5,15.0,4.8,0.4,1.8,0.0,48,9,4,0,1,0,-4.2,,, ,,0,1,0,0,0,0,0,0,0%,3,0,0.1,0.1,0.01,0.04,2.5,3,-1.8,0,-0.2,0,-0.2,-0.02,-0.07,,,,1,Neck,575000,,-1.2
41,Mar 18 '89,Thunder Bay,ON,CAN,76,215,R,2007,3,78,,24,ROBERTBORTUZZO,Robert,Bortuzzo,PIT,,,D,54,0,10,10,-3,50,24,29,0.0%,0.0%,48.5,19,12,18,835.9,15.5,1122,20.8,0.74,64,4.58,0.0%,12.7%,12.7%,0,1,0.0%,0,109,137,73,24,11,6,7.8,9.8,5.2,1.7,0.8,0.4,74,12,6,1,0,1,2.1,,, ,,0,11,0,1,0,0,0,0,0%,3,0.1,1.7,1.8,0.03,0.13,14.3,16.9,-4.9,0.1,1.3,0,1.4,0.03,0.10,,,,2,Upper body,600000,,0.3
,Apr 27 '84,Sherbrooke,QC,CAN,70,168,L,2002,1,8,,29,PIERRE-MARCBOUCHARD,Pierre-Marc,Bouchard,NYI,,,C,28,4,5,9,-9,51,12,19,7.8%,4.9%,27.7,26,5,7,390.5,13.9,504,18.0,0.77,21,3.21,10.5%,13.2%,23.7%,3,2,60.0%,0.3,15,7,6,12,15,10,2.3,1.1,0.9,1.8,2.3,1.5,12,6,0,0,0,0,-5.5,2,0,0%,0,0,8,0,0,1,0,0,0,0%,1,0.4,0,0.4,0.01,0.06,8.2,7.3,-5.5,0.2,0,-0.6,-0.4,-0.01,-0.06,,,,,,1000000,,-2.2
15,Sep 08 '93,Lansing,MI,USA,70,195,L,2011,4,99,Y,20,REIDBOUCHER,Reid,Boucher,NJD,,,RW/C,23,2,5,7,2,27,15,11,7.4%,3.8%,26.6,12,12,1,261.2,11.4,354,15.4,0.74,43,9.80,4.1%,10.2%,14.3%,1,2,33.3%,0.2,29,17,5,15,3,6,6.7,3.9,1.1,3.4,0.7,1.4,4,2,0,0,0,0,-0.4,2,1,50%,0,0,9,0,0,0,0,0,0,0%,2,0.3,0.5,0.7,0.03,0.16,4.9,4.7,2.6,0.5,0.9,0.3,1.8,0.08,0.41,,,,,,925000,,0.2
55,Oct 17 '75,New York City,NY,USA,68,194,L,,,,,38,FRANCISBOUILLON,Francis,Bouillon,MTL,,,D,52,2,4,6,-5,34,13,28,5.9%,2.7%,48.5,20,7,7,919.7,17.7,1161,22.3,0.79,24,1.54,2.8%,5.6%,8.3%,0,0,0.0%,0,62,80,70,13,27,7,4.0,5.2,4.6,0.8,1.8,0.5,34,12,2,0,0,0,-4.0,,, ,,0,13,1,0,1,0,0,0,0%,1,-0.2,1.8,1.6,0.03,0.10,18.2,18.7,-6,-1.8,0.6,0,-1.1,-0.02,-0.07,,,,,,1500000,,-3.7
36,Aug 17 '76,Halifax,NS,CAN,72,225,L,1994,9,234,,37,ERICBOULTON,Eric,Boulton,NYI,,,LW,23,2,2,4,0,21,3,7,9.5%,6.5%,37.8,12,4,2,147.4,6.4,252,11.0,0.59,17,6.71,5.3%,5.3%,10.5%,0,0,0.0%,0,22,32,6,3,4,1,9.0,13.0,2.4,1.2,1.6,0.4,88,9,8,2,1,0,-3.3,,, ,,1,7,0,0,0,0,0,0,0%,2,0.3,0.2,0.4,0.02,0.16,2.7,2.6,0.8,0.5,0.4,0,0.9,0.04,0.37,,,,18,Hand,550000,,-0.1
17,Mar 25 '90,Provost,AB,CAN,73,210,L,2008,3,78,,23,LANCEBOUMA,Lance,Bouma,CGY,,,C/LW,78,5,10,15,-4,82,39,30,6.1%,3.3%,30.1,44,13,9,983.3,12.6,1550,19.9,0.63,81,4.91,4.5%,9.0%,13.5%,22,63,25.9%,1.8,89,181,87,39,15,20,5.4,11.0,5.3,2.4,0.9,1.2,41,17,1,0,0,0,1.2,,, ,,0,20,0,0,0,0,0,0,0%,5,-0.5,1.1,0.5,0.01,0.03,17,22.3,-2.4,-1.8,3.6,0,1.8,0.02,0.11,,,,1,Illness,577500,,0.8
49,May 31 '92,Shawinigan,QC,CAN,71,196,L,2010,3,71,Y,21,MICHAELBOURNIVAL,Michael,Bournival,MTL,,,LW/C,60,7,7,14,-6,78,24,24,9.0%,5.6%,35.3,55,5,5,619.1,10.3,878,14.6,0.71,65,6.25,6.5%,6.5%,13.0%,28,33,45.9%,1.6,83,67,42,24,10,15,8.0,6.5,4.1,2.3,1.0,1.5,18,9,0,0,0,0,-5.1,,, ,,3,14,0,0,1,0,0,0,0%,3,0.7,0.5,1.2,0.02,0.12,12.3,12.9,-6.9,0.6,0.9,0,1.5,0.03,0.15,,,,15,"Flu, Lower body",870000,,0.0
57,Sep 23 '90,Rimouski,QC,CAN,70,192,L,2009,5,132,,23,GABRIELBOURQUE,Gabriel,Bourque,NSH,,,LW,74,9,17,26,-5,108,48,39,8.3%,4.6%,29.1,65,16,6,1024.0,13.8,1470,19.9,0.70,140,8.21,8.7%,16.3%,25.0%,0,1,0.0%,0,114,70,34,48,21,20,6.7,4.1,2.0,2.8,1.2,1.2,8,4,0,0,0,0,2.2,3,0,0%,0,1,16,0,0,1,1,0,0,0%,5,1,0.9,2,0.03,0.12,22.1,23.7,0.1,0.4,2.7,-0.8,2.2,0.03,0.13,,,,,,775000,,0.8
17,Dec 10 '81,Lac La Biche,AB,CAN,74,217,L,,,,,32,RENEBOURQUE,Rene,Bourque,MTL,,,RW/LW,63,9,7,16,-1,118,54,49,7.6%,4.1%,27.9,72,9,15,893.6,14.2,1187,18.8,0.75,73,4.92,9.2%,7.1%,16.3%,4,4,50.0%,0.2,82,90,15,54,9,13,5.5,6.0,1.0,3.6,0.6,0.9,32,16,0,0,0,0,-5.3,,, ,,2,17,0,0,2,0,0,0,0%,4,0.3,1.1,1.4,0.02,0.09,14.8,12.3,-0.6,0.5,0.7,0,1.2,0.02,0.08,,,,10,Lower body,3333333,,-4.7
19,Sep 27 '83,Edmonton,AB,CAN,76,212,L,2002,1,3,,30,JAYBOUWMEESTER,Jay,Bouwmeester,STL,,,D,82,4,33,37,26,152,61,76,2.6%,1.4%,49.2,69,11,68,1971.3,24.0,2569,31.3,0.77,129,3.93,3.8%,31.4%,35.2%,3,1,75.0%,0,123,51,106,61,22,18,3.7,1.6,3.2,1.9,0.7,0.5,20,10,0,0,0,0,8.6,,, ,,1,19,0,0,0,0,0,0,0%,7,2.1,6.7,8.8,0.11,0.27,36.9,42.3,13.7,4.9,9.2,0,14.2,0.17,0.43,,,,,,6680000,,2.5
21,Mar 08 '89,Grand Rapids,MI,USA,73,195,L,2007,3,72,,24,DRAYSONBOWMAN,Drayson,Bowman,CAR,,,LW/C,70,4,8,12,-2,80,31,39,5.0%,2.7%,27.8,43,18,5,724.9,10.4,1078,15.4,0.67,40,3.32,3.8%,7.5%,11.3%,6,4,60.0%,0.2,90,45,18,31,12,19,7.4,3.7,1.5,2.6,1.0,1.6,16,8,0,0,0,0,-2.2,,, ,,1,15,0,0,0,0,0,0,0%,2,-0.2,0.8,0.6,0.01,0.05,13,13.3,0.1,-0.9,1.5,0,0.6,0.01,0.05,,,,8,"Ankle, Illness, Lower body",600000,,-0.5
55,Jan 19 '84,Edmonton,AB,CAN,74,225,R,2002,2,61,,30,JOHNNYBOYCHUK,Johnny,Boychuk,BOS,,,D,75,5,18,23,31,142,54,91,3.5%,1.7%,59.9,37,16,86,1588.9,21.2,2013,26.8,0.79,103,3.89,4.9%,17.5%,22.3%,0,0,0.0%,0,206,158,151,54,31,16,7.8,6.0,5.7,2.0,1.2,0.6,45,20,1,0,0,0,-2.3,,, ,,1,16,0,1,1,0,0,0,0%,7,1.2,5.2,6.4,0.09,0.24,30.3,42,0,1.9,6.6,0,8.5,0.11,0.32,,,,6,"Upper body, Leg, Groin",3366667,,2.6
32,Oct 04 '89,Airdrie,AB,CAN,70,185,L,2008,1,14,,24,ZACHBOYCHUK,Zach,Boychuk,CAR,,,LW/C,11,1,3,4,2,15,2,6,6.7%,4.3%,32.8,10,3,0,112.2,10.2,173,15.7,0.65,32,17.25,3.1%,9.4%,12.5%,0,1,0.0%,0.1,7,17,2,2,1,4,3.7,9.1,1.1,1.1,0.5,2.1,0,0,0,0,0,0,1.8,,, ,,1,3,0,0,0,0,0,0,0%,5,0.3,0.2,0.5,0.05,0.27,1.8,1.8,2.3,0.8,0.4,0,1.2,0.11,0.64,,,,,,550000,,0.2
24,Apr 17 '82,Mississauga,ON,CAN,72,195,R,2000,1,24,,31,BRADBOYES,Brad,Boyes,FLA,,,RW,78,21,15,36,-6,176,75,55,11.9%,6.9%,30.8,77,29,36,1329.4,17.0,1745,22.4,0.76,60,2.73,22.3%,16.0%,38.3%,37,32,53.6%,1.4,82,46,35,75,29,38,3.7,2.1,1.6,3.4,1.3,1.7,28,12,0,0,0,0,-7.6,10,6,60%,2,4,16,0,0,1,0,0,0,0%,6,2.9,1.1,4,0.05,0.18,31.2,27.9,7.2,2.5,2.6,2.5,7.7,0.10,0.35,,,,2,Back,1000000,,5.9
22,Dec 18 '84,Hingham,MA,USA,79,244,L,2003,1,26,,29,BRIANBOYLE,Brian,Boyle,NYR,,,C,82,6,12,18,1,137,39,35,4.4%,2.8%,27.7,72,12,21,1046.5,12.8,1559,19.0,0.67,87,4.99,4.8%,9.6%,14.4%,306,272,52.9%,11.7,108,154,54,39,20,20,6.2,8.8,3.1,2.2,1.1,1.1,56,18,2,1,0,0,-5.9,,, ,,2,12,0,0,1,0,0,0,0%,4,-0.2,1.4,1.1,0.01,0.06,16.1,23.3,-5.7,0.1,4.4,0,4.5,0.05,0.26,,,,,,1700000,,1.5
