#,DOB,Birth City,S/P,Ctry,Nat,HT,Wt,S,Draft,Round,Overall,Rk,Age,First Name,Last Name,End Team,Teams,OGP,Pos,GP,G,A,A1,PTS,+/-,Sh,Misses,Blocked,Sh%,CoSH%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FOW,FOL,FO%,%Tm,OpenFOT,OpenFOW,HitA,HitF,BkS,MsS,GvA,TkA,HA/60,HF/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,Grit,NetPen,SOS,SOG,SO%,SOGDG,1G,OTGP,OTG,OTA,GWG,ENG,PSG,PST,PS%,OPS,DPS,PS,PS/G,PS/60,DIA,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,1st Star,2nd Star,3rd Star,FO GAR,PenD GAR,PenT GAR,SRF GAR,SRA GAR,Sh GAR,GAR,dCFImpact,dCAImpact,dCorsiImpact,dCorsi60,dFFImpact,dFAImpact,dFenwickImpact,dFenwick60,Days,Ginj,Injury,Cap Cost,CHIP,Bonuses,GVS
39,May 04 '92,TORONTO,ON,CAN,CA,74,209,R,,,,Y,22,Kyle,Baun,CHI,CHI,,RW,3,0,0,0,0,-1,4,4,0,0.0%,0.0%,37.6,12.5,52,17.3,0.72,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,2,12,0,4,0,1,3.2,19.1,0.0,6.4,0.0,1.6,0,0,0,0,0,0,12,-0.1,,, ,,0,0,0,0,0,0,0,0,0%,-0.1,0.0,-0.1,-0.03,-0.16,3,0.2,0.1,0.0,-0.1,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,-12.7,-6.2,-6.6,-10.1,-11.2,-7.6,-3.6,-5.6,0,,,0,0,0,0.0
83,Oct 16 '85,Calgary,AB,CAN,CA,75,215,R,,,,,29,Jay,Beagle,WSH,WSH,,RW/C,62,10,10,7,20,6,84,23,19,11.9%,7.9%,794.2,12.8,1112,17.9,0.71,81,6.15,37.0%,37.0%,74.1%,217,167,56.5%,10.3,3,0,78,73,33,23,6,30,5.9,5.5,2.5,1.7,0.5,2.3,20,10,0,0,0,0,126,-7.0,1,0,0%,0,5,14,0,1,2,0,0,0,0%,1.1,1.1,2.2,0.04,0.17,4,16.7,21.4,0.9,1.2,3.3,-0.3,4.2,0.07,0.32,1,3,2,0.52,-1.29,0.71,3.22,2.51,-0.32,5.35,-2.4,-24.9,22.6,2.0,-5.6,-20.5,14.8,1.3,186,19,"Shoulder, Upper body",0.9,0.154,0,3.5
23,Jun 04 '80,Sorel,QC,CAN,CA,73,208,L,1998,3,75,,34,Francois,Beauchemin,ANA,ANA,,D,64,11,12,4,23,17,110,45,58,10.0%,5.2%,1455.6,22.7,1685,26.3,0.86,23,0.93,20.0%,21.8%,41.8%,1,0,100.0%,.0,,,78,105,107,45,40,18,3.2,4.3,4.4,1.9,1.6,0.7,48,14,2,1,0,0,262,-3.3,,, ,,4,16,0,1,1,0,0,0,0%,2.0,4.0,6.1,0.10,0.25,5,24.9,28.4,12.4,4.2,5.0,0.0,9.3,0.15,0.38,3,2,3,0.01,-1.08,0.66,-4.74,0.96,4.58,0.39,-36.9,7.1,-43.9,-2.3,-30.9,2.9,-33.8,-1.8,186,18,"Finger, Illness",3.5,0.555,0,3.0
28,Dec 05 '92,Strathroy,ON,CAN,CA,74,194,L,2011,1,17,,22,Nathan,Beaulieu,MTL,MTL,,D,64,1,8,4,9,6,62,36,49,1.6%,0.7%,1004.8,15.7,1266,19.8,0.79,79,4.72,3.3%,26.7%,30.0%,0,0,0.0%,.0,,,129,50,69,36,47,8,7.7,3.0,4.1,2.1,2.8,0.5,45,10,3,1,0,0,167,2.6,,, ,,0,19,0,0,0,0,0,0,0%,-0.1,2.8,2.6,0.04,0.16,0,14.5,15.5,1.5,-0.1,1.8,0.0,1.7,0.03,0.10,0,0,0,0,0.27,0.69,-2.17,0.63,-1.96,-2.54,5.1,-11.3,16.4,1.1,23.5,-5.9,29.4,1.9,168,2,Flu,1.152,0.031,0.35,0.3
41,May 13 '91,St. Catharines,ON,CAN,CA,74,203,R,2009,3,70,,23,Taylor,Beck,NSH,NSH,,LW,62,8,8,7,16,-4,78,34,31,10.3%,5.6%,739.7,11.9,1086,17.5,0.68,112,9.09,38.1%,38.1%,76.2%,5,5,50.0%,.2,,,70,61,23,34,10,15,5.7,4.9,1.9,2.8,0.8,1.2,18,8,0,0,0,0,102,0.8,,, ,,3,14,0,0,3,0,0,0,0%,0.7,0.6,1.2,0.02,0.10,4,13.0,13.2,-6.4,1.1,1.2,0.0,2.3,0.04,0.19,1,1,0,0.02,-0.13,0.69,-1.88,3.1,1.33,3.13,-38.2,-21.6,-16.7,-1.5,-28.6,0.3,-28.9,-2.6,186,4,Illness,0.55,0.027,0,2.3
39,Jun 07 '88,Windsor,ON,CAN,CA,72,204,L,2006,4,112,,26,Matt,Beleskey,ANA,ANA,,LW,65,22,10,5,32,13,145,85,83,15.2%,7.0%,941.0,14.5,1213,18.7,0.78,45,2.88,42.3%,19.2%,61.5%,8,11,42.1%,.4,,,78,159,25,85,32,9,5.0,10.1,1.6,5.4,2.0,0.6,39,12,1,1,0,0,224,0.4,,, ,,5,22,0,0,8,0,0,0,0%,3.5,1.5,5.0,0.08,0.32,5,22.2,20.1,11.1,5.2,2.9,0.0,8.1,0.12,0.52,1,2,4,0,-0.12,0.78,5.37,3.91,9.24,19.18,15.3,-36.8,52.1,3.9,0.9,-30.5,31.5,2.3,186,14,"Lower body, Shoulder",1.35,0.049,0,6.4
78,Mar 06 '85,Le Blanc-Mesnil,,FRA,FR,72,198,L,,,,,29,Pierre-Edouard,Bellemare,PHI,PHI,,LW,81,6,6,4,12,-3,113,46,45,5.3%,2.9%,1039.4,12.8,1490,18.4,0.70,45,2.58,24.0%,24.0%,48.0%,360,401,47.3%,15.2,3,0,126,121,61,46,19,32,7.3,7.0,3.5,2.7,1.1,1.8,18,4,2,0,0,0,202,4.7,,, ,,0,26,0,0,1,0,0,0,0%,-0.9,1.0,0.1,0.00,0.01,5,16.9,20.7,-2.7,-2.4,2.2,0.0,-0.3,0.00,-0.02,0,0,0,0.18,-0.59,2.12,0.88,2.48,-3.04,2.03,-16.2,24.5,-40.7,-2.9,9.2,0.6,8.6,0.6,186,,,0.6,0,0,-0.4
73,Jun 25 '88,Windsor,ON,CAN,CA,76,225,R,2007,6,162,,26,Brett,Bellemore,CAR,CAR,,D,49,2,8,5,10,1,26,22,14,7.7%,3.2%,802.5,16.4,1132,23.1,0.71,54,4.00,8.7%,34.8%,43.5%,0,0,0.0%,.0,,,136,148,54,22,28,9,10.2,11.1,4.0,1.6,2.1,0.7,27,11,1,0,0,0,230,-1.5,,, ,,2,11,0,0,1,0,0,0,0%,0.3,2.6,2.9,0.06,0.22,3,12.2,16.8,7.0,0.9,4.0,0.0,4.8,0.10,0.36,1,0,2,0,0.33,-0.4,-3.16,2.41,-0.19,-1.01,-82.9,-22.0,-60.9,-5.0,-41.2,-21.8,-19.4,-1.6,186,9,"Lower body, Upper body",0.6,0.051,0,4.7
14,Jul 18 '89,Victoria,BC,CAN,CA,74,210,L,2007,5,129,,25,Jamie,Benn,DAL,DAL,,LW,82,35,52,32,87,1,253,103,110,13.8%,7.5%,1635.7,19.9,2224,27.1,0.74,244,8.95,31.3%,46.4%,77.7%,298,278,51.7%,10.6,,,101,120,50,103,50,76,3.7,4.4,1.8,3.8,1.8,2.8,64,22,4,0,0,0,238,7.5,4,1,25%,0,10,18,0,1,6,2,0,0,0%,9.3,1.5,10.7,0.13,0.39,7,40.7,35.3,7.9,18.5,3.1,0.0,21.5,0.26,0.79,8,6,4,0.64,0.37,0.67,13.28,2.58,2,19.54,3.8,-25.1,29.0,1.5,-1.5,7.6,-9.1,-0.5,186,,,5.25,0,0,11.5
24,Jul 26 '87,Victoria,BC,CAN,CA,74,200,L,,,,,27,Jordie,Benn,DAL,DAL,,D,73,2,14,7,16,-5,70,52,63,2.9%,1.1%,1318.8,18.1,1902,26.1,0.69,76,3.45,3.8%,26.4%,30.2%,0,1,0.0%,.0,,,143,92,121,52,44,16,6.5,4.2,5.5,2.4,2.0,0.7,34,17,0,0,0,0,247,-6.8,1,0,0%,0,0,16,0,0,0,0,0,0,0%,0.4,1.7,2.1,0.03,0.10,3,22.9,29.3,-3.6,0.6,2.2,-0.4,2.3,0.03,0.10,0,0,0,-0.01,-0.84,-0.33,0.28,2.68,-1.42,0.36,7.9,-105.7,113.6,6.2,-0.4,-84.0,83.6,4.6,186,4,"Back, Flu",0.7,0.026,0,2.0
19,Nov 27 '91,Gardena,CA,USA,US,74,195,R,2010,1,20,,23,Beau,Bennett,PIT,PIT,,RW,49,4,8,6,12,-1,81,29,35,4.9%,2.8%,611.9,12.5,863,17.6,0.71,86,8.47,20.0%,40.0%,60.0%,0,2,0.0%,.0,,,99,68,13,29,17,9,9.7,6.7,1.3,2.8,1.7,0.9,16,8,0,0,0,0,97,-3.1,1,0,0%,0,2,14,0,0,1,0,0,0,0%,0.1,0.7,0.8,0.02,0.08,3,11.2,11.2,-2.4,-0.2,1.1,-0.3,0.6,0.01,0.06,1,0,0,-0.01,-0.49,0.67,0.42,2.85,-3,0.44,19.1,-21.8,41.0,4.4,15.6,-34.0,49.5,5.4,186,26,"Lower body, Wrist",0.9,0.176,0,-0.1
63,Jun 20 '96,Holland Landing,ON,CAN,CA,73,178,L,2014,1,4,Y,18,Sam,Bennett,CGY,CGY,,C,1,0,1,1,1,-1,1,1,1,0.0%,0.0%,16.0,16.0,25,25.0,0.64,6,22.50,0.0%,100.0%,100.0%,1,5,16.7%,10.0,1,1,2,0,0,1,0,1,7.5,0.0,0.0,3.8,0.0,3.8,0,0,0,0,0,0,0,0.0,,, ,,0,0,0,0,0,0,0,0,0%,0.1,0.0,0.0,0.00,0.00,3,0.1,0.0,0.0,0.3,0.0,0.0,0.3,0.30,1.13,0,0,0,0,0,0,0,0,0,0,-1.8,-14.4,12.6,27.7,-0.3,-8.6,8.3,18.1,9,,,0.156,0,2.3,0.0
61,Jan 06 '84,St. Albert,ON,CAN,CA,71,191,L,,,,,31,Andre,Benoit,BUF,BUF,,D,59,1,8,3,9,-19,45,24,37,2.2%,0.9%,1070.8,18.1,1457,24.7,0.73,76,4.24,3.4%,27.6%,31.0%,0,0,0.0%,.0,,,66,38,98,24,20,10,3.7,2.1,5.5,1.3,1.1,0.6,20,10,0,0,0,0,156,-3.6,,, ,,0,13,0,0,0,0,0,0,0%,-0.2,1.2,1.0,0.02,0.06,1,18.2,22.6,-4.2,-1.0,0.3,0.0,-0.7,-0.01,-0.04,0,0,0,0,-0.52,0.16,-3.85,-5.51,-1.1,-10.82,28.4,47.9,-19.6,-1.3,5.3,48.9,-43.6,-3.0,186,2,Upper body,0.8,0.02,0,-1.2
23,Feb 08 '84,Helsinki,,FIN,FI,71,201,L,2002,1,22,,30,Sean,Bergenheim,MIN,"FLA, MIN",39,LW,56,9,10,6,19,-2,108,49,30,8.3%,4.8%,734.6,13.1,932,16.6,0.79,79,6.46,32.1%,35.7%,67.9%,2,4,33.3%,.1,,,69,73,13,49,10,34,5.6,6.0,1.1,4.0,0.8,2.8,40,15,0,1,0,0,126,0.7,1,1,100%,0,2,15,0,0,2,0,0,0,0%,1.1,0.7,1.8,0.03,0.15,4,15.7,15.4,-2.2,1.1,1.5,0.6,3.2,0.06,0.26,2,0,2,-0.01,0.22,-0.5,2.77,2.1,-0.09,4.49,13.9,-44.0,57.9,6.5,33.1,-23.1,56.2,7.4,186,11,"Flu, Lower body",2.75,0.034,0,-1.5
37,Jul 24 '85,Ancienne-Lorette,QC,CAN,CA,74,194,R,2003,2,45,,29,Patrice,Bergeron,BOS,BOS,,C,81,23,32,22,55,2,234,90,104,9.8%,5.4%,1468.6,18.1,2083,25.7,0.71,242,9.87,33.3%,46.4%,79.7%,1175,776,60.2%,39.4,55,26,98,57,60,90,29,48,4.0,2.3,2.5,3.7,1.2,2.0,44,21,0,0,0,0,161,-6.1,12,3,25%,2,7,27,1,0,4,0,0,0,0%,4.7,1.7,6.4,0.08,0.26,8,35.0,33.6,-2.2,7.4,3.6,-0.5,10.5,0.13,0.43,5,9,6,2.97,-1.15,0.75,15.01,7.46,-1.91,23.13,173.0,-114.8,287.8,16.3,124.4,-90.8,215.1,12.2,186,1,Undisclosed,6.5,0.079,0,-2.2
21,Jun 02 '88,Västerås,,SWE,SE,75,217,L,2006,1,25,,26,Patrik,Berglund,STL,STL,,C,77,12,15,8,27,-2,145,50,39,8.3%,5.1%,1122.4,14.6,1676,21.8,0.67,95,5.06,31.6%,39.5%,71.1%,160,169,48.6%,6.8,5,2,62,93,26,50,13,37,3.3,5.0,1.4,2.7,0.7,2.0,26,13,0,0,0,0,145,-7.8,,, ,,2,18,0,0,0,1,0,0,0%,1.2,1.1,2.4,0.03,0.13,2,20.4,23.4,-7.7,2.3,3.0,0.0,5.3,0.07,0.28,0,1,0,0.04,-1.22,1.04,-0.69,4.22,-1.81,1.58,42.0,-70.4,112.3,7.0,36.3,-39.2,75.4,4.7,186,4,Upper body,3.7,0.045,0,-1.4
18,Mar 31 '85,Quebec City,QC,CAN,CA,75,215,R,2003,1,16,,29,Steve,Bernier,NJD,NJD,,RW,67,16,16,10,32,2,107,25,28,15.0%,10.0%,866.7,12.9,1240,18.5,0.70,93,6.47,37.2%,37.2%,74.4%,1,1,50.0%,.0,,,91,123,47,25,14,17,6.3,8.5,3.3,1.7,1.0,1.2,28,4,2,0,1,0,200,8.5,,, ,,5,15,0,0,2,1,0,0,0%,3.0,1.3,4.2,0.06,0.29,5,21.0,17.6,6.7,4.3,2.2,0.0,6.5,0.10,0.45,2,4,1,0,0.23,1.59,1.91,1.46,0.43,5.62,16.1,31.2,-15.0,-1.2,6.5,6.5,-0.1,0.0,160,2,Ankle,0.516,0.015,0,6.4
4,Oct 02 '86,Chanhassen,MN,USA,US,76,210,R,,,,,28,Stu,Bickel,MIN,MIN,,D,9,0,1,1,1,1,3,1,1,0.0%,0.0%,49.0,5.4,80,8.9,0.61,10,11.64,0.0%,50.0%,50.0%,0,0,0.0%,.0,,,7,10,9,1,2,1,8.6,12.3,11.0,1.2,2.5,1.2,46,3,2,1,2,0,67,-1.8,,, ,,0,3,0,0,0,0,0,0,0%,0.1,0.2,0.2,0.02,0.25,4,1.1,1.2,0.8,0.1,0.2,0.0,0.3,0.03,0.37,0,0,0,0,0.11,-0.58,0,0,-0.22,-0.69,-5.2,4.5,-9.7,-11.4,-2.9,-0.1,-2.9,-3.4,80,,,0.258,0,0,0.3
29,Mar 09 '86,Bowmanville,ON,CAN,CA,76,223,L,2004,2,41,,28,Bryan,Bickell,CHI,CHI,,LW,80,14,14,6,28,5,113,35,47,12.4%,7.2%,966.0,12.1,1275,15.9,0.76,88,5.47,37.8%,37.8%,75.7%,0,2,0.0%,.0,,,129,205,13,35,20,26,8.0,12.7,0.8,2.2,1.2,1.6,38,14,2,0,0,0,258,-2.7,1,0,0%,0,1,17,0,0,3,1,0,0,0%,2.0,1.4,3.4,0.04,0.21,1,20.1,18.3,0.5,3.2,2.0,-0.3,4.9,0.06,0.30,1,1,0,-0.01,0.29,0.35,2.63,0.6,1.42,5.28,-39.5,24.8,-64.3,-4.2,-35.0,15.1,-50.1,-3.3,186,,,4,0,0,-2.4
55,Apr 04 '88,Montreal,QC,CAN,CA,70,187,R,2006,5,147,,26,Alex,Biega,VAN,VAN,,D,7,1,0,0,1,-2,7,7,5,14.3%,5.3%,110.6,15.8,170,24.3,0.65,0,0.00,25.0%,0.0%,25.0%,0,0,0.0%,.0,,,7,34,8,7,3,1,3.8,18.5,4.3,3.8,1.6,0.5,0,0,0,0,0,0,42,0.5,,, ,,0,2,0,0,1,0,0,0,0%,0.1,0.1,0.1,0.01,0.05,2,2.7,2.9,-2.1,-0.1,-0.2,0.0,-0.3,-0.04,-0.16,1,0,0,0,-0.15,0.25,-1.4,-0.71,0.68,-1.33,-25.6,-3.9,-21.7,-12.0,-16.5,1.9,-18.4,-10.2,28,,,0.09,0,0,-0.3
41,Sep 29 '91,Montreal,QC,CAN,CA,72,205,R,2010,3,67,Y,23,Danny,Biega,CAR,CAR,,D,10,0,2,0,2,-5,7,7,11,0.0%,0.0%,161.4,16.1,225,22.5,0.72,0,0.00,0.0%,40.0%,40.0%,0,0,0.0%,.0,,,24,27,7,7,7,1,8.9,10.0,2.6,2.6,2.6,0.4,0,0,0,0,0,0,34,2.8,,, ,,0,3,0,0,0,0,0,0,0%,0.0,0.1,0.1,0.01,0.04,4,2.5,2.8,-3.6,0.1,-0.2,0.0,-0.1,-0.01,-0.04,0,0,0,0,0.11,0.11,-0.26,0.36,-0.08,0.24,0.0,-23.7,23.7,8.9,7.2,-14.2,21.4,8.0,21,,,0.091,0,0.045,-0.2
3,Jun 16 '81,Grimsby,ON,CAN,CA,73,198,R,2001,5,151,,33,Kevin,Bieksa,VAN,VAN,,D,60,4,10,4,14,0,99,40,67,4.0%,1.9%,1250.0,20.8,1590,26.5,0.79,52,2.48,9.1%,22.7%,31.8%,0,0,0.0%,.0,,,73,109,93,40,64,19,3.5,5.2,4.5,1.9,3.1,0.9,77,25,3,1,0,0,282,-8.1,,, ,,0,12,0,0,1,0,0,0,0%,0.5,2.5,3.0,0.05,0.14,4,23.2,26.5,-1.8,0.2,2.1,0.0,2.3,0.04,0.11,0,0,2,0,0.06,-1.72,0.89,0,-2.33,-3.1,21.7,75.9,-54.2,-3.2,11.6,61.3,-49.7,-2.9,186,22,Hand,4.6,1.234,0,-6.3
83,Jul 15 '90,Island Park,NY,USA,US,73,210,L,2010,6,168,Y,24,Anthony,Bitetto,NSH,NSH,,D,7,0,0,0,0,-1,2,2,3,0.0%,0.0%,82.5,11.8,106,15.1,0.78,0,0.00,0.0%,0.0%,0.0%,1,0,100.0%,.2,,,8,9,3,2,3,1,5.8,6.5,2.2,1.5,2.2,0.7,7,1,1,0,0,0,20,1.4,,, ,,0,2,0,0,0,0,0,0,0%,-0.1,0.1,0.0,0.00,0.00,2,1.0,1.2,-1.2,-0.2,0.0,0.0,-0.3,-0.04,-0.22,0,0,0,0.01,0.07,0,0.03,-0.55,-0.1,-0.54,-7.5,7.7,-15.3,-11.5,-3.6,7.7,-11.3,-8.5,14,,,0.046,0,0,-0.3
27,Jul 17 '92,Minneapolis,MN,USA,US,78,218,R,2010,1,19,,22,Nick,Bjugstad,FLA,FLA,,C,72,24,19,8,43,-7,207,64,54,11.6%,7.4%,1193.9,16.6,1508,20.9,0.79,97,4.86,45.3%,35.8%,81.1%,486,508,48.9%,21.8,23,11,82,148,29,64,28,23,4.1,7.4,1.5,3.2,1.4,1.2,38,19,0,0,0,0,215,-2.0,14,4,29%,2,2,23,0,0,3,1,0,0,0%,4.2,1.0,5.3,0.07,0.27,7,30.7,27.5,-4.9,5.3,2.1,-0.2,7.2,0.10,0.36,4,3,3,0.47,0.04,0.39,3.22,1.2,2.26,7.58,-16.8,42.6,-59.4,-3.8,-5.0,19.0,-24.0,-1.5,186,10,Back,1.1,0.134,0.2,6.0
77,Apr 19 '91,Toronto,ON,CAN,CA,73,190,R,2009,2,58,Y,23,Jesse,Blacker,ANA,ANA,,D,1,0,0,0,0,-2,0,0,0,0.0%,0.0%,6.1,6.1,9,9.0,0.67,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,0,1,1,0,0,0,0.0,9.9,9.9,0.0,0.0,0.0,0,0,0,0,0,0,2,0.0,,, ,,0,0,0,0,0,0,0,0,0%,0.0,-0.2,-0.2,-0.20,-1.98,4,0.4,0.5,-2.1,-0.1,-0.3,0.0,-0.4,-0.40,-3.97,0,0,0,0,0,0,0,0,0,0,-3.8,5.0,-8.8,-76.2,-2.4,4.6,-6.9,-60.4,4,,,0.012,0,0,-0.4
7,Jan 30 '89,Long Beach,CA,USA,US,73,188,R,2007,1,23,,26,Jonathon,Blum,MIN,MIN,,D,4,0,1,1,1,-3,3,1,0,0.0%,0.0%,39.5,9.9,62,15.5,0.64,18,27.36,0.0%,100.0%,100.0%,0,0,0.0%,.0,,,0,1,2,1,1,0,0.0,1.5,3.0,1.5,1.5,0.0,2,1,0,0,0,0,5,-0.8,,, ,,0,0,0,0,0,0,0,0,0%,0.1,-0.2,-0.1,-0.03,-0.15,1,1.1,1.3,-3.3,0.1,-0.4,0.0,-0.3,-0.08,-0.46,0,0,0,0,-0.05,-0.09,0,0,-0.08,-0.22,4.5,-1.3,5.8,10.1,4.1,1.3,2.8,4.9,21,,,0.076,0,0,-0.3
46,Dec 15 '86,Toronto,ON,CAN,CA,76,216,R,2005,2,43,,28,Mike,Blunden,TBL,TBL,,RW,2,0,0,0,0,-1,0,0,1,0.0%,0.0%,19.6,9.8,28,14.0,0.70,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,3,7,0,0,0,0,9.2,21.5,0.0,0.0,0.0,0.0,2,1,0,0,0,0,9,0.0,,, ,,0,1,0,0,0,0,0,0,0%,-0.1,0.0,-0.1,-0.05,-0.31,3,0.3,0.3,-1.1,-0.1,-0.1,0.0,-0.2,-0.10,-0.61,0,0,0,0,0,0,0,0,0,0,-4.6,-1.2,-3.4,-10.1,-3.4,0.2,-3.6,-10.6,5,,,0.016,0,0,-0.2
40,Jan 25 '85,Portage La Prairie,MB,CAN,CA,77,226,R,2003,9,278,,30,Troy,Bodie,TOR,TOR,,RW,5,0,0,0,0,0,1,0,1,0.0%,0.0%,23.1,4.6,38,7.6,0.61,0,0.00,0.0%,0.0%,0.0%,0,0,0.0%,.0,,,5,4,0,0,0,0,13.0,10.4,0.0,0.0,0.0,0.0,5,0,1,0,0,0,10,0.0,,, ,,0,0,0,0,0,0,0,0,0%,-0.1,0.0,0.0,0.00,0.00,2,0.3,0.2,0.0,-0.1,0.0,0.0,-0.1,-0.02,-0.26,0,0,0,0,-0.06,0.07,0,0,-0.03,-0.02,4.6,1.1,3.5,8.8,1.5,2.6,-1.1,-2.8,16,,,0.052,0,0,-0.1
89,Dec 16 '89,Brondby,,DNK,DK,72,211,L,2008,1,8,,25,Mikkel,Boedker,ARI,ARI,,LW,45,14,14,6,28,-10,79,28,43,17.7%,9.3%,786.8,17.5,1041,23.1,0.76,51,3.91,34.1%,34.1%,68.3%,0,2,0.0%,.0,,,55,66,9,28,14,24,4.2,5.0,0.7,2.1,1.1,1.8,6,2,0,0,0,0,81,8.6,5,1,20%,1,3,11,0,0,2,1,0,0,0%,2.5,0.7,3.2,0.07,0.24,5,20.6,16.0,5.3,2.7,0.9,-0.4,3.2,0.07,0.24,2,2,1,-0.01,-0.03,2.03,-0.4,-0.04,4.76,6.31,-89.9,13.8,-103.8,-10.1,-75.5,13.2,-88.7,-8.6,186,37,Spleen,2.55,1.151,0,-1.1
47,Jul 15 '90,Massena,NY,USA,US,75,225,R,2008,1,3,,24,Zach,Bogosian,BUF,"WPG, BUF",41,D,62,3,17,6,20,-6,125,40,82,2.4%,1.2%,1466.9,23.7,1754,28.3,0.84,73,2.97,6.3%,35.4%,41.7%,0,0,0.0%,.0,,,62,189,90,40,38,14,2.5,7.7,3.7,1.6,1.6,0.6,78,33,0,1,0,0,357,-10.4,,, ,,0,19,0,0,0,0,0,0,0%,0.8,2.8,3.5,0.06,0.14,5,24.3,28.3,-3.5,1.8,2.2,0.0,4.0,0.06,0.16,0,2,2,0,0.55,-2.58,-6.16,0.77,-2.26,-9.68,-59.5,-23.0,-36.5,-1.3,-35.9,-1.9,-34.0,-2.3,186,21,"Lower body, Upper body",5.143,1.254,0,-5.8
49,Jun 26 '85,Montreal,QC,CAN,CA,75,200,L,2003,4,127,,29,Alexandre,Bolduc,ARI,ARI,,C,3,0,0,0,0,-1,3,0,0,0.0%,0.0%,32.0,10.7,54,18.0,0.59,0,0.00,0.0%,0.0%,0.0%,10,9,52.6%,10.2,,,2,17,1,0,0,0,3.8,31.9,1.9,0.0,0.0,0.0,2,1,0,0,0,0,20,-1.1,,, ,,0,2,0,0,0,0,0,0,0%,-0.1,0.0,-0.1,-0.03,-0.19,4,0.4,0.4,-0.8,-0.2,0.0,0.0,-0.2,-0.07,-0.38,0,0,0,0.02,-0.09,-0.07,0,0,-0.21,-0.35,-4.6,5.9,-10.5,-19.9,-5.7,3.1,-8.8,-16.7,27,1,Undisclosed,0.087,0.007,0,-0.2
40,May 13 '86,Charlotte,NC,USA,US,75,214,R,2005,4,101,,28,Jared,Boll,CBJ,CBJ,,RW,72,1,4,3,5,-13,28,12,15,3.6%,1.8%,523.8,7.3,833,11.6,0.63,45,5.19,9.1%,36.4%,45.5%,0,2,0.0%,.0,,,94,131,17,12,7,5,10.8,15.0,1.9,1.4,0.8,0.6,109,17,15,0,0,0,272,-8.9,,, ,,0,16,0,0,0,0,0,0,0%,-0.8,0.0,-0.8,-0.01,-0.09,2,11.2,10.7,-11.5,-3.2,-0.5,0.0,-3.7,-0.05,-0.42,0,0,0,-0.01,-0.17,-1.21,-3.08,-1.38,-1.31,-7.16,-84.6,35.8,-120.4,-13.8,-70.4,32.6,-103.1,-11.8,186,,,1.7,0,0,-6.1
63,Jun 05 '86,Mimico,ON,CAN,CA,72,184,R,2004,2,32,,28,Dave,Bolland,FLA,FLA,,C,53,6,17,11,23,4,76,30,22,7.9%,4.7%,866.6,16.4,1180,22.3,0.73,109,7.52,17.1%,48.6%,65.7%,414,517,44.5%,28.0,13,8,40,88,21,30,10,26,2.8,6.1,1.5,2.1,0.7,1.8,48,23,0,0,0,0,157,-13.2,5,3,60%,2,0,13,0,0,0,2,0,0,0%,0.8,1.1,2.0,0.04,0.14,6,18.8,20.0,4.8,0.6,2.8,1.3,4.7,0.09,0.33,1,0,2,-0.04,-0.86,-1.14,0.02,1.29,-1.92,-2.65,7.2,11.3,-4.1,-0.4,15.2,21.7,-6.6,-0.6,186,29,"Lower body, Upper body",5.5,1.409,0,-5.8
25,Jan 31 '87,St. Charles,MO,USA,US,74,223,L,,,,,28,Brandon,Bollig,CGY,CGY,,LW,62,1,4,1,5,-9,67,20,25,1.5%,0.9%,533.1,8.6,862,13.9,0.62,21,2.31,10.0%,40.0%,50.0%,3,2,60.0%,.1,,,55,137,23,20,16,15,6.2,15.4,2.6,2.3,1.8,1.7,88,14,8,1,1,0,256,-5.9,,, ,,0,16,0,0,0,0,0,0,0%,-0.8,0.2,-0.6,-0.01,-0.07,3,9.5,9.6,-9.6,-2.5,0.3,0.0,-2.2,-0.04,-0.25,0,1,0,0.01,0.06,-0.75,-3.31,-0.55,-3.17,-7.71,28.3,5.3,23.0,2.6,24.5,-4.7,29.2,3.3,186,1,Illness,1.25,0.015,0,-3.7
13,Apr 20 '88,Hartford,CT,USA,US,73,196,L,2007,6,173,,26,Nick,Bonino,VAN,VAN,,C,75,15,24,14,39,7,149,47,50,10.1%,6.1%,1269.1,16.9,1787,23.8,0.71,142,6.71,34.1%,54.5%,88.6%,590,655,47.4%,26.9,8,5,77,31,90,47,24,54,3.6,1.5,4.3,2.2,1.1,2.6,22,11,0,0,0,0,143,0.2,7,3,43%,2,2,15,0,0,6,0,0,0,0%,2.6,1.6,4.2,0.06,0.20,9,22.5,26.4,4.5,6.2,4.5,0.2,10.8,0.14,0.51,5,2,2,0.37,-1.2,1.41,6.39,-1.14,0.42,6.25,64.5,14.1,50.4,3.2,41.4,-0.8,42.2,2.7,186,7,Foot,1.9,0.162,0,7.9
