#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS
25,May 20 '90,Red Deer,AB,CAN,73,204,L,Y,23,MATTFRASER,Fraser,Matt,DAL,DAL,RW/LW,12,1,2,3,0,17,5.9%,141.5,11.8,187,15.6,0.76,13,5.41,25.0%,50.0%,75.0%,#VALUE!, , ,#VALUE!,0.0,13,8,6,2,3,5.5,3.4,2.5,0.8,1.3,0,0,0,0,0,0,2.8,132.4,11.0,11.03,37.97,22.5%,1,1,0,2,3,1.36,13,25.0%,50.0%,75.0%, ,0,0, ,23,18,33.1%,16,18,27.4%,27,22,39.5%,54.7%,7,39,47,31,15.00063664,-0.04,8,0.547,1.868,-1.984,7.8%,.926,934,0.4%,1.81,1.81,23.12,24.48,51.68,48.50,3.17,4,4,47,50,22,26,27,41,4.49,3.56,2.90,25.81,29.23,48.33,55.31,10.2,27,22,169,200,68,91,107,103,0,3,3,0.00,1.36,1.36,9.2,0.8,0.76,4.75,13.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,3,2,3,1,0,2,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0%,0,0,0,0,0,0,0, ,4,0.0,0.1,0.2,0.02,0.08,2.2,2.1,0.2,0.2,0.2,-0.3,0.1,0.01,0.04,37,0,0,,,"$206,178","$25,000",0.1
39,Jan 03 '88,Edmonton,AB,CAN,72,200,R,,25,MATTFRATTIN,Frattin,Matt,TOR,TOR,RW,25,7,6,13,6,42,16.7%,330.7,13.2,458,18.3,0.72,15,2.80,41.2%,35.3%,76.5%,8,5,3,62.5%,0.5,55,11,16,13,10,10.0,2.0,2.9,2.4,1.8,4,2,0,0,0,0,1.5,315.9,12.6,12.5,35.6,26.0%,7,2,4,6,13,2.47,15,41.2%,35.3%,76.5%,6,3,3,50.0%,40,36,26.3%,55,41,33.2%,53,64,40.5%,44.2%,5,110,124,118,15.32787991,0.724,9,0.647,2.514,-11.971,13.0%,.922,935,5.2%,3.26,2.30,25.15,29.57,55.68,59.90,-4.22,17,12,114,142,67,62,96,92,9.70,3.24,2.70,26.76,34.72,50.76,66.88,11.9,48,40,349,475,159,206,271,197,2,4,2,0.38,0.76,0.38,14.5,0.6,0.58,4.7,11.0%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,2,2,0,100.0%,0,0,10,1,6,0,0,9,0,0,0.3,0.0,0.03,5.48,0.5%,0,0,0,0,0,0, ,0,0, ,0,0,0,1,0,0,0,0,0,0,18,0,12,0,1,0,0%,0,1,1,3,0,0,0, ,6,1.3,0.6,1.9,0.08,0.34,6.8,6.7,5,2.7,0.7,-0.3,3.1,0.12,0.56,94,0,0,12,Knee,"$879,545",$0,2.4
67,Feb 17 '88,Kladno,,CZE,73,198,L,,25,MICHAELFROLIK,Frolik,Michael,CHI,CHI,RW/LW,45,3,7,10,5,98,3.1%,563.3,12.5,813,18.1,0.69,35,3.68,14.3%,33.3%,47.6%,40,15,25,37.5%,1.5,32,23,27,6,42,3.4,2.4,2.9,0.6,4.5,8,4,0,0,0,0,0.0,445.9,9.9,9.84,38.89,20.2%,3,3,4,7,10,1.35,35,14.3%,33.3%,47.6%,30,12,18,40.0%,75,62,33.5%,66,67,32.5%,77,62,34.0%,50.7%,4,182,153,136,15.15635773,0.088,7,-0.443,0.895,8.463,8.7%,.909,917,-0.5%,2.85,2.17,32.79,23.71,58.13,45.80,12.33,21,16,221,159,79,65,98,108,3.16,2.78,1.75,29.96,25.75,53.90,47.35,5.8,81,51,793,700,295,245,385,403,1,4,3,0.13,0.54,0.40,9.1,0.2,0.2,4.97,3.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,2,0,2,0.0%,0,0,8,1,5,1,0,1,0,1,108.3,2.4,2.41,2.42,49.9%,0,0,0,0,0,0,8,3,5,37.5%,0,8,14,82,7,33,68,4,3,0,21,0,24,8,,, ,,1,0,1,0,0,0, ,5,-0.1,0.7,0.6,0.01,0.06,10.1,14.4,-4,-0.5,3,0,2.5,0.06,0.27,99,0,0,2,Illness,"$2,333,333",$0,-0.7
10,Feb 14 '82,Trencin,,SVK,73,204,L,,31,MARIANGABORIK,Gaborik,Marian,CBJ,"NYR, CBJ",RW/LW,47,12,15,27,-3,151,7.9%,870.4,18.5,1052,22.4,0.83,103,7.08,32.4%,40.5%,73.0%,3,1,2,33.3%,0.1,21,18,32,18,19,1.4,1.2,2.2,1.2,1.3,14,6,0,0,0,0,-1.1,739.1,15.7,15.13,34.36,30.6%,11,5,1,7,18,1.46,69,40.7%,25.9%,66.7%,3,1,2,33.3%,143,154,43.9%,83,72,22.9%,105,119,33.1%,65.7%,15,279,214,235,15.69813682,-0.214,10,-0.165,1.74,2.826,7.2%,.917,925,-1.0%,2.28,2.45,31.47,29.62,61.85,55.35,6.50,27,29,346,322,159,122,183,201,-0.35,2.12,1.41,29.13,26.53,54.32,54.43,6.6,57,38,727,676,285,326,425,393,6,5,-1,0.49,0.41,-0.08,129.5,2.8,2.54,2.02,55.7%,1,4,1,8,9,4.2,34,10.0%,80.0%,90.0%, ,0,0, ,10,3,74,18,29,7,4,55,0,0,1.9,0.0,0.04,4.65,0.9%,0,0,0,0,0,0, ,0,0, ,0,0,0,1,0,0,0,1,0,1,44,15,32,0,3,0,0%,0,1,2,5,1,0,1,0%,4,2.0,0.9,2.9,0.06,0.20,20.4,15.9,-5.9,2.6,0.8,-0.9,2.5,0.05,0.17,99,0,0,,,"$7,500,000",$0,-9.8
12,Feb 29 '80,Ste. Foy,QC,CAN,73,195,L,,33,SIMONGAGNE,Gagne,Simon,PHI,"LAK, PHI",LW,38,5,11,16,-1,76,6.6%,537.2,14.1,707,18.6,0.76,50,5.57,20.0%,44.0%,64.0%,#VALUE!,2, ,#VALUE!,0.0,24,15,27,10,17,2.7,1.7,3.0,1.1,1.9,8,4,0,0,0,0,-0.7,463.0,12.2,11.91,35.37,25.2%,3,4,3,8,11,1.43,49,16.7%,44.4%,61.1%,1,1,0,100.0%,66,75,33.6%,67,60,30.2%,62,90,36.2%,52.6%,13,181,182,123,15.77538021,0.356,8,1.948,0.385,-0.365,8.2%,.908,916,-1.0%,2.39,2.65,29.17,28.77,54.09,57.27,-3.18,18,20,202,197,84,113,102,104,-1.59,2.10,2.72,28.08,27.32,53.79,53.93,-3.0,47,61,582,551,244,253,343,332,3,4,1,0.39,0.52,0.13,60.1,1.6,1.59,3.7,30.1%,2,0,3,2,4,4.0,0,33.3%,33.3%,66.7%, ,0,0, ,6,1,39,6,15,3,3,23,0,0,14.2,0.4,0.36,5.55,6.1%,0,1,0,1,1,1,1,1,0,100.0%,1,0,0,6,1,3,6,0,1,0,25,5,21,0,1,0,0%,0,2,0,0,0,0,0, ,1,0.9,0.6,1.5,0.04,0.17,10.2,8.9,0.8,1.9,0.7,-0.3,2.4,0.06,0.27,99,0,0,,,"$3,500,000",$0,-2.9
89,Aug 10 '89,London,ON,CAN,71,199,R,,24,SAMGAGNER,Gagner,Sam,EDM,EDM,C,48,14,24,38,-6,113,12.4%,931.8,19.4,1183,24.6,0.79,71,4.58,29.2%,50.0%,79.2%,741,325,416,43.9%,26.9,35,22,35,26,23,2.3,1.4,2.3,1.7,1.5,23,9,1,0,0,0,-1.1,714.5,14.9,14.28,33.14,30.1%,10,2,9,11,21,1.76,19,32.3%,35.5%,67.7%,587,247,340,42.1%,101,115,34.0%,77,127,32.1%,84,131,33.9%,51.4%,12,251,232,221,15.62581118,-0.036,5,0.452,0.719,-11.047,10.7%,.901,911,0.7%,2.71,3.24,25.47,32.65,47.62,61.97,-14.36,31,37,260,336,118,155,180,135,-3.29,2.04,2.23,27.35,32.02,49.83,59.94,-4.2,54,59,671,790,278,329,411,318,7,6,-1,0.59,0.50,-0.08,140.6,2.9,2.64,2.65,49.9%,4,7,3,11,15,6.4,43,28.6%,78.6%,107.1%,113,64,49,56.6%,14,1,72,18,24,13,9,39,1,1,76.6,1.6,1.6,4.43,26.5%,0,2,0,2,2,9,41,14,27,34.1%,3,4,11,60,5,19,22,5,0,1,50,16,45,5,5,2,40%,2,2,1,1,2,0,0, ,6,3.1,0.8,4.0,0.08,0.26,21,18.8,-2.8,6,0.9,0.2,7,0.15,0.45,99,0,0,,,"$3,200,000",$0,2.3
21,Apr 24 '86,Quesnel,BC,CAN,71,186,R,,27,AARONGAGNON,Gagnon,Aaron,WPG,WPG,C,10,3,0,3,2,11,27.3%,81.5,8.2,117,11.7,0.70,0,0.00,60.0%,0.0%,60.0%,57,30,27,52.6%,9.7,7,4,3,2,4,5.2,2.9,2.2,1.5,2.9,2,1,0,0,0,0,-0.1,73.9,7.4,7.39,42.41,14.8%,3,0,0,0,3,2.44,0,60.0%,0.0%,60.0%,51,27,24,52.9%,6,10,23.2%,18,11,42.0%,15,9,34.8%,35.6%,1,21,31,25,14.09623185,0.401,5,-2.154,-2.281,-3.015,16.7%,.867,883,3.3%,4.06,3.25,24.36,24.36,51.96,51.15,.81,5,4,25,26,14,15,18,20,5.05,3.25,2.83,28.86,30.84,58.15,59.28,1.9,23,20,181,198,94,92,109,113,1,1,0,0.81,0.81,0.00,1.9,0.2,0.19,5.49,3.3%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,1,1,0,100.0%,0,0,0,0,0,1,0,1,0,0,5.8,0.6,0.58,3.32,14.9%,0,0,0,0,0,0,5,2,3,40.0%,0,0,0,6,0,1,3,0,0,0,5,0,3,0,,, ,,2,0,1,0,0,0, ,6,0.4,0.2,0.6,0.06,0.44,1.3,1.3,2.1,1,0.3,0,1.3,0.13,0.96,44,0,0,,,"$250,000",$0,1.3
27,Feb 12 '94,Milwaukee,WI,USA,73,196,L,Y,19,ALEXGALCHENYUK,Galchenyuk,Alex,MTL,MTL,C,48,9,18,27,14,79,11.4%,591.4,12.3,838,17.5,0.71,110,11.20,25.0%,50.0%,75.0%,138,59,79,42.8%,4.5,23,25,36,8,9,2.3,2.5,3.7,0.8,0.9,20,10,0,0,0,0,-4.9,541.0,11.3,11.05,35.16,23.9%,9,12,4,17,26,2.88,102,28.1%,53.1%,81.3%,119,54,65,45.4%,94,88,36.5%,66,63,25.9%,93,95,37.7%,58.5%,11,215,212,182,15.19813776,0.404,7,-0.53,-1.197,5.173,11.7%,.928,940,4.5%,3.62,2.04,30.88,28.28,58.71,56.67,2.04,32,18,241,232,110,95,156,136,-5.80,2.42,2.17,29.61,26.27,57.98,50.66,-5.3,68,61,765,678,340,278,408,458,8,5,-3,0.89,0.55,-0.33,50.3,1.0,1,5.43,15.6%,0,1,0,1,1,1.2,8,0.0%,25.0%,25.0%,19,5,14,26.3%,4,0,28,4,19,2,3,11,1,0,0.1,0.0,0.02,5.42,0.4%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,1,0,0,37,4,19,0,5,2,40%,0,2,0,2,0,0,0, ,4,2.3,1.1,3.5,0.07,0.36,13.7,12.9,10.7,4.6,2.5,0.2,7.2,0.15,0.73,99,0,0,,,"$925,000","$2,300,000",6.5
21,Apr 22 '88,Calgary,AB,CAN,74,195,L,,25,T.J.GALIARDI,Galiardi,TJ,SJS,SJS,LW,36,5,9,14,1,68,7.4%,499.3,13.9,728,20.2,0.69,86,10.31,29.4%,52.9%,82.4%,19,5,14,26.3%,0.8,36,15,28,14,18,4.3,1.8,3.4,1.7,2.2,14,6,0,0,0,0,0.2,449.9,12.5,12.4,36.81,25.2%,4,5,3,8,12,1.60,76,26.7%,53.3%,80.0%,17,4,13,23.5%,66,76,31.7%,78,65,31.9%,85,78,36.4%,49.8%,4,175,186,130,15.53021883,-0.202,7,-0.938,1.224,3.709,6.6%,.937,943,0.2%,2.02,1.88,30.78,29.70,59.41,57.80,1.61,15,14,214,207,89,84,125,124,-3.08,2.13,1.63,30.52,27.35,60.13,56.23,-2.3,47,36,627,568,294,276,362,360,6,6,0,0.80,0.80,0.00,20.3,0.6,0.56,4.83,10.4%,1,1,0,1,2,5.9,10,50.0%,50.0%,100.0%,2,1,1,50.0%,2,0,17,4,4,2,1,9,0,1,29.2,0.8,0.81,3.53,18.7%,0,0,0,0,0,0, ,0,0, ,0,3,5,16,0,8,14,2,0,0,17,2,17,3,,, ,,0,0,0,0,0,0, ,5,0.7,0.8,1.5,0.04,0.18,8.3,8.7,1.5,2.1,1.3,0,3.5,0.10,0.42,99,0,0,,,"$950,000",$0,2.7
11,May 06 '92,Edmonton,AB,CAN,69,178,R,Y,21,BRENDANGALLAGHER,Gallagher,Brendan,MTL,MTL,RW,44,15,13,28,10,117,12.8%,610.0,13.9,855,19.4,0.71,75,7.33,34.9%,30.2%,65.1%,25,8,17,32.0%,0.9,44,33,37,8,17,4.3,3.2,3.6,0.8,1.7,33,13,1,0,0,0,5.3,505.8,11.5,11.43,34.74,24.8%,12,8,4,12,24,2.85,75,34.3%,34.3%,68.6%,20,7,13,35.0%,102,115,39.6%,54,58,20.4%,109,110,40.0%,66.0%,14,207,179,200,15.5394527,-0.103,9,-0.726,7.084,11.109,10.7%,.878,889,-1.5%,4.18,2.98,38.89,24.46,70.63,52.02,18.61,35,25,291,180,100,92,139,166,2.86,2.28,2.04,27.79,27.75,54.80,52.36,16.2,58,52,650,655,316,250,377,372,9,13,4,1.07,1.54,0.47,103.6,2.4,2.3,4.13,35.8%,3,0,1,1,4,2.3,0,37.5%,12.5%,50.0%,4,1,3,25.0%,8,0,77,11,41,4,5,30,2,2,0.7,0.0,0.04,5.41,0.7%,0,0,0,0,0,0,1,0,1,0.0%,0,0,1,1,0,1,0,0,0,2,44,9,25,0,2,1,50%,1,1,0,3,0,0,0, ,4,3.0,1.0,4.0,0.09,0.39,16.2,14.5,6.4,4.8,2.1,0.2,7.1,0.16,0.70,99,0,0,3,Concussion,"$660,000","$210,000",6.8
40,Aug 12 '85,Winnipeg,MB,CAN,72,190,L,,28,RYANGARBUTT,Garbutt,Ryan,DAL,DAL,C,36,3,7,10,1,59,5.1%,357.2,9.9,512,14.2,0.70,41,6.85,20.0%,46.7%,66.7%,17,7,10,41.2%,0.7,67,9,15,3,11,11.3,1.5,2.5,0.5,1.8,32,11,2,0,0,0,-4.6,325.7,9.0,9.02,37.82,19.3%,3,4,3,7,10,1.84,41,20.0%,46.7%,66.7%,15,7,8,46.7%,36,42,26.2%,59,58,39.3%,60,43,34.6%,40.0%,3,132,144,102,14.91459708,-0.527,10,0.612,-2.455,-4.79,9.8%,.914,924,1.2%,2.77,2.59,28.27,30.12,55.43,58.39,-2.96,15,14,138,149,68,78,75,79,4.76,2.42,2.47,26.13,29.17,53.94,54.56,-2.3,55,56,538,606,270,270,306,361,10,5,-5,1.84,0.92,-0.92,6.1,0.2,0.17,5.52,3.0%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,1,0,1,0.0%,0,0,4,2,3,0,0,2,0,1,25.4,0.7,0.71,5.29,11.8%,0,0,0,0,0,0,1,0,1,0.0%,0,3,5,14,2,7,13,0,0,0,15,0,17,3,,, ,,0,0,0,0,0,1,0%,3,0.4,0.4,0.8,0.02,0.13,7.3,7.8,1.6,0.7,0.9,0,1.5,0.04,0.25,99,0,0,9,Hand,"$575,000",$0,1.4
51,Jul 04 '90,Minnetonka,MN,USA,74,184,L,,23,JAKEGARDINER,Gardiner,Jake,TOR,TOR,D,12,0,4,4,0,12,0.0%,245.8,20.5,304,25.3,0.81,20,4.91,0.0%,36.4%,36.4%,#VALUE!, , ,#VALUE!,0.0,13,15,10,12,6,3.2,3.7,2.4,2.9,1.5,0,0,0,0,0,0,1.0,213.6,17.8,16.84,30.29,35.7%,0,1,1,2,2,0.56,13,0.0%,25.0%,25.0%, ,,, ,28,31,30.3%,31,32,32.3%,31,42,37.4%,48.4%,7,75,63,65,15.04827846,-0.087,7,1.997,0.353,-13.072,7.9%,.931,939,1.1%,2.38,2.08,29.99,30.29,57.30,58.49,-1.19,8,7,93,95,39,45,50,53,14.18,3.30,2.81,22.94,38.79,42.09,73.79,30.5,20,17,119,218,46,92,120,70,0,0,0,0.00,0.00,0.00,29.4,2.5,2.39,3.2,42.8%,0,1,0,2,2,4.1,8,0.0%,100.0%,100.0%, ,,, ,2,1,13,5,12,1,1,6,0,0,2.7,0.2,0.39,5.5,6.6%,0,0,0,0,0,0, ,,, ,1,0,0,0,0,1,0,1,0,0,11,3,8,0,,, ,,0,0,0,0,0,0, ,3,0.2,0.5,0.6,0.05,0.15,4.8,3.8,-0.2,0.3,-0.1,0,0.2,0.02,0.05,45,0,4,2,Concussion,"$447,319","$212,500",-0.2
5,Nov 13 '84,White Rock,BC,CAN,74,218,L,,29,JASONGARRISON,Garrison,Jason,VAN,VAN,D,47,8,8,16,18,94,8.5%,1019.4,21.7,1310,27.9,0.78,36,2.10,16.3%,16.3%,32.7%,#VALUE!, , ,#VALUE!,0.0,36,58,61,24,16,2.1,3.4,3.6,1.4,0.9,28,14,0,0,0,0,-4.7,802.7,17.1,16.26,31.31,34.2%,5,3,1,5,10,0.75,29,13.5%,13.5%,27.0%, ,,, ,123,141,33.6%,126,124,31.8%,130,141,34.5%,51.4%,6,296,260,243,15.7976049,0.652,2,-0.402,3.116,5.001,10.5%,.932,943,3.7%,2.90,1.81,27.64,26.62,55.19,47.81,7.38,37,23,315,316,164,127,143,187,1.56,2.00,2.20,27.48,29.52,52.19,50.84,6.0,49,54,625,670,255,226,297,351,11,3,-8,0.82,0.22,-0.60,108.0,2.3,2.21,3.44,39.1%,3,1,2,3,6,3.3,7,30.0%,30.0%,60.0%, ,,, ,10,0,61,11,41,3,3,52,0,0,108.7,2.3,2.3,3.37,40.6%,0,0,0,0,0,0, ,,, ,2,14,12,65,5,35,36,2,1,0,54,12,38,14,,, ,,2,0,2,0,0,0, ,4,1.5,3.8,5.3,0.11,0.31,22.7,24.1,15.3,2,5.3,0,7.3,0.16,0.43,99,0,0,,,"$4,600,000",$0,0.1
28,Feb 03 '82,Fargo,ND,USA,77,223,L,,31,PAULGAUSTAD,Gaustad,Paul,NSH,NSH,C,23,2,3,5,-1,35,5.7%,350.1,15.2,514,22.3,0.68,19,3.26,33.3%,50.0%,83.3%,449,268,181,59.7%,32.9,40,19,8,5,10,6.9,3.3,1.4,0.9,1.7,20,10,0,0,0,0,-4.6,282.2,12.3,11.94,36.72,24.5%,2,1,2,3,5,1.06,19,33.3%,50.0%,83.3%,354,212,142,59.9%,37,28,17.5%,130,93,59.9%,53,31,22.6%,22.6%,1,97,129,82,15.30850719,-0.335,9,0.48,-0.872,-6.87,5.3%,.944,949,-0.4%,1.31,1.53,24.91,27.09,46.54,55.49,-8.96,6,7,108,117,46,46,84,53,4.89,1.92,1.42,25.15,26.64,48.95,53.85,-4.1,27,20,327,355,137,175,208,198,5,2,-3,1.06,0.43,-0.64,12.4,0.5,0.54,4.13,11.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,15,10,5,66.7%,0,0,9,0,2,0,0,3,1,0,55.5,2.4,2.23,2.71,45.1%,0,0,0,0,0,0,80,46,34,57.5%,0,5,2,41,2,15,23,0,0,0,6,0,13,6,,, ,,1,0,0,1,0,0, ,4,-0.2,0.4,0.2,0.01,0.03,4.4,6.1,-0.4,0,0.7,0,0.8,0.03,0.14,99,0,0,15,Upper body,"$3,250,000",$0,-4.0
32,May 08 '91,Vanier,ON,CAN,76,210,L,Y,22,ERICGELINAS,Gelinas,Eric,NJD,NJD,D,1,0,0,0,-1,1,0.0%,16.0,16.0,22,22.0,0.73,0,0.00,0.0%,0.0%,0.0%,#VALUE!, , ,#VALUE!,0.0,1,0,2,0,0,3.8,0.0,7.5,0.0,0.0,0,0,0,0,0,0,0.1,15.1,15.1,15.18,37.5,28.8%,0,0,0,0,0,0.00,0,0.0%,0.0%,0.0%, ,,, ,2,2,40.0%,0,1,10.0%,3,2,50.0%,80.0%,8,3,1,2,14.94828167,-2.834,8,-5.033,1.593,13.091,0.0%,.800,800,-20.0%,0.00,3.95,23.72,19.76,39.53,27.67,11.86,0,1,6,4,4,2,0,0,-13.56,3.20,0.00,36.80,17.60,49.60,25.60,-12.1,2,0,21,11,4,1,4,4,0,0,0,0.00,0.00,0.00,0.9,0.9,0.8,1.73,31.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,0,0,1,0,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,,, ,,,0,0,0,0,0,0,0,0,0,0,1,0,,, ,,0,0,0,0,0,0, ,1,0.0,0.0,-0.1,-0.10,-0.38,0.1,0.1,0,0,0,0,0,0.00,0.00,5,0,0,,,"$33,333","$210,000",0.0
42,Jul 24 '87,Oxford,MI,USA,65,178,L,,26,NATHANGERBE,Gerbe,Nathan,BUF,BUF,LW/C,42,5,5,10,-3,64,7.8%,525.2,12.5,664,15.8,0.79,49,5.57,35.7%,35.7%,71.4%,#VALUE!, ,1,#VALUE!,0.0,32,8,20,17,12,3.7,0.9,2.3,1.9,1.4,14,7,0,0,0,0,-1.8,481.3,11.5,11.17,36.67,23.3%,4,3,2,5,9,1.12,49,33.3%,41.7%,75.0%,1,0,1,0.0%,53,75,29.7%,73,59,30.6%,77,94,39.7%,49.2%,8,165,166,133,15.70166953,0.908,4,2.921,-0.207,-10.406,6.2%,.937,943,-0.2%,1.53,2.05,24.94,32.36,44.76,62.54,-17.78,12,16,183,237,57,91,145,98,-4.36,2.49,2.57,27.19,32.76,49.98,58.75,-9.0,64,66,634,775,259,326,341,326,3,3,0,0.37,0.37,0.00,38.3,0.9,0.87,4.38,16.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,1,0,26,6,8,0,0,16,1,0,5.6,0.1,0.13,5.38,2.4%,1,0,0,0,1,0, ,0,0, ,1,0,1,3,1,0,2,1,0,0,14,1,16,0,2,1,50%,1,1,0,0,0,0,0, ,1,0.2,0.4,0.6,0.01,0.07,8.9,8.2,-1.9,0.4,0.4,0.2,0.9,0.02,0.10,99,0,0,2,Back,"$1,450,000",$0,-0.8
27,Oct 03 '84,Longueuil,QC,CAN,73,200,R,,29,BRUNOGERVAIS,Gervais,Bruno,PHI,PHI,D,37,1,5,6,-17,49,2.0%,633.7,17.1,864,23.4,0.73,15,1.44,5.9%,29.4%,35.3%,#VALUE!, , ,#VALUE!,0.0,25,41,21,22,7,2.4,3.9,2.0,2.1,0.7,10,5,0,0,0,0,0.0,590.6,16.0,15.48,31.25,33.1%,1,1,4,5,6,0.61,15,5.9%,29.4%,35.3%, ,,, ,59,78,26.7%,87,82,32.9%,99,108,40.4%,44.8%,5,205,199,179,15.50528057,-0.179,7,0.343,-0.251,-5.28,6.6%,.885,892,-4.9%,1.78,3.35,27.03,29.23,53.64,57.83,-4.19,17,32,241,247,107,134,139,147,2.60,2.44,2.80,28.33,27.09,54.54,57.08,-1.6,47,54,499,468,210,247,331,295,5,2,-3,0.51,0.20,-0.30,9.4,0.3,0.25,5.38,4.4%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,3,1,0,1,0,2,0,0,33.8,0.9,0.9,5.03,15.2%,0,0,0,0,0,0, ,,, ,0,2,5,10,1,8,9,2,0,0,18,0,37,2,,, ,,1,0,0,0,0,0, ,0,0.0,0.0,0.0,0.00,0.00,11.5,13.6,-13.1,-0.2,-0.9,0,-1.1,-0.03,-0.10,99,0,0,6,Stomach,"$825,000",$0,-1.7
15,May 10 '85,Regina,SK,CAN,76,221,R,,28,RYANGETZLAF,Getzlaf,Ryan,ANA,ANA,C,44,15,34,49,14,99,15.2%,888.5,20.2,1064,24.2,0.84,178,12.05,24.6%,55.7%,80.3%,739,355,384,48.0%,27.7,89,42,41,31,27,6.0,2.8,2.8,2.1,1.8,41,13,1,1,0,0,-7.1,700.6,15.9,15.29,34.38,30.8%,8,16,7,23,31,2.65,134,20.0%,57.5%,77.5%,614,294,320,47.9%,73,135,30.9%,117,112,34.0%,122,114,35.1%,47.6%,5,268,257,259,15.91743955,-0.14,6,0.701,2.077,-3.253,12.0%,.907,919,2.7%,3.57,2.32,29.79,24.88,56.81,55.12,1.69,40,26,294,253,138,156,183,165,6.14,2.14,1.78,25.15,27.09,48.55,55.57,8.7,54,45,580,638,255,320,398,335,11,3,-8,0.94,0.26,-0.69,122.2,2.8,2.56,1.46,63.7%,4,8,2,11,15,7.4,45,22.2%,61.1%,83.3%,67,35,32,52.2%,18,3,83,12,41,3,8,49,1,2,65.8,1.5,1.45,3.92,27.0%,3,0,0,0,3,0,58,26,32,44.8%,3,5,19,39,7,25,33,2,1,2,63,20,34,5,4,3,75%,0,4,0,3,1,0,0, ,8,4.6,1.5,6.1,0.14,0.41,22.5,19.1,9.9,9.2,2.5,1.2,12.9,0.29,0.87,99,0,0,3,Lower body,"$5,325,000",$0,4.4
